state,residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state,zone
1,Rural,dm_screened,95.5,94,96.9,Proportion,"95.5 (94, 96.9)",1834,,NA,Jammu & Kashmir,North
1,Rural,dm_diagnosed,88,85,91.1,Proportion,"88 (85, 91.1)",1834,,NA,Jammu & Kashmir,North
1,Urban,dm_screened,94.7,91.5,98,Proportion,"94.7 (91.5, 98)",501,,NA,Jammu & Kashmir,North
1,Urban,dm_diagnosed,90.2,85.6,94.8,Proportion,"90.2 (85.6, 94.8)",501,,NA,Jammu & Kashmir,North
2,Rural,dm_screened,87.1,82.7,91.5,Proportion,"87.1 (82.7, 91.5)",1343,,NA,Himachal Pradesh,North
2,Rural,dm_diagnosed,76.1,70.9,81.3,Proportion,"76.1 (70.9, 81.3)",1343,,NA,Himachal Pradesh,North
2,Urban,dm_screened,93.7,87.4,99.9,Proportion,"93.7 (87.4, 99.9)",179,,NA,Himachal Pradesh,North
2,Urban,dm_diagnosed,77.5,66.3,88.6,Proportion,"77.5 (66.3, 88.6)",179,,NA,Himachal Pradesh,North
3,Rural,dm_screened,87.7,85.4,90,Proportion,"87.7 (85.4, 90)",2282,,NA,Punjab,North
3,Rural,dm_diagnosed,71.6,68.1,75,Proportion,"71.6 (68.1, 75)",2282,,NA,Punjab,North
3,Urban,dm_screened,88.4,83.8,93,Proportion,"88.4 (83.8, 93)",1265,,NA,Punjab,North
3,Urban,dm_diagnosed,72.1,66,78.3,Proportion,"72.1 (66, 78.3)",1265,,NA,Punjab,North
4,Rural,dm_screened,74.9,74.9,74.9,Proportion,"74.9 (74.9, 74.9)",5,,NA,Chandigarh,North
4,Rural,dm_diagnosed,36.1,36.1,36.1,Proportion,"36.1 (36.1, 36.1)",5,,NA,Chandigarh,North
4,Urban,dm_screened,86.4,79.8,93,Proportion,"86.4 (79.8, 93)",127,,NA,Chandigarh,North
4,Urban,dm_diagnosed,62.8,51.7,73.9,Proportion,"62.8 (51.7, 73.9)",127,,NA,Chandigarh,North
5,Rural,dm_screened,85.3,81,89.5,Proportion,"85.3 (81, 89.5)",970,,NA,Uttarakhand,Central
5,Rural,dm_diagnosed,71.5,65.3,77.7,Proportion,"71.5 (65.3, 77.7)",970,,NA,Uttarakhand,Central
5,Urban,dm_screened,76.6,69.2,84.1,Proportion,"76.6 (69.2, 84.1)",446,,NA,Uttarakhand,Central
5,Urban,dm_diagnosed,67.9,59.7,76.1,Proportion,"67.9 (59.7, 76.1)",446,,NA,Uttarakhand,Central
6,Rural,dm_screened,84.2,81.4,86.9,Proportion,"84.2 (81.4, 86.9)",1747,,NA,Haryana,North
6,Rural,dm_diagnosed,71,67.2,74.7,Proportion,"71 (67.2, 74.7)",1747,,NA,Haryana,North
6,Urban,dm_screened,89.2,85.9,92.6,Proportion,"89.2 (85.9, 92.6)",1214,,NA,Haryana,North
6,Urban,dm_diagnosed,80.1,75.7,84.5,Proportion,"80.1 (75.7, 84.5)",1214,,NA,Haryana,North
7,Rural,dm_screened,98.1,95.1,101.2,Proportion,"98.1 (95.1, 101.2)",38,,NA,Nct Of Delhi,North
7,Rural,dm_diagnosed,76.8,52.3,101.2,Proportion,"76.8 (52.3, 101.2)",38,,NA,Nct Of Delhi,North
7,Urban,dm_screened,88.5,86,91,Proportion,"88.5 (86, 91)",1658,,NA,Nct Of Delhi,North
7,Urban,dm_diagnosed,72.5,69,76,Proportion,"72.5 (69, 76)",1658,,NA,Nct Of Delhi,North
8,Rural,dm_screened,82.1,78.9,85.3,Proportion,"82.1 (78.9, 85.3)",1787,,NA,Rajasthan,North
8,Rural,dm_diagnosed,76.6,73.1,80.2,Proportion,"76.6 (73.1, 80.2)",1787,,NA,Rajasthan,North
8,Urban,dm_screened,87.6,83.6,91.6,Proportion,"87.6 (83.6, 91.6)",955,,NA,Rajasthan,North
8,Urban,dm_diagnosed,83.3,78.9,87.8,Proportion,"83.3 (78.9, 87.8)",955,,NA,Rajasthan,North
9,Rural,dm_screened,79.5,77.6,81.3,Proportion,"79.5 (77.6, 81.3)",6849,,NA,Uttar Pradesh,Central
9,Rural,dm_diagnosed,70.7,68.4,73,Proportion,"70.7 (68.4, 73)",6849,,NA,Uttar Pradesh,Central
9,Urban,dm_screened,81.8,78.4,85.1,Proportion,"81.8 (78.4, 85.1)",2078,,NA,Uttar Pradesh,Central
9,Urban,dm_diagnosed,69.3,65,73.6,Proportion,"69.3 (65, 73.6)",2078,,NA,Uttar Pradesh,Central
10,Rural,dm_screened,73.3,70.7,75.9,Proportion,"73.3 (70.7, 75.9)",3659,,NA,Bihar,East
10,Rural,dm_diagnosed,67.2,64.3,70.1,Proportion,"67.2 (64.3, 70.1)",3659,,NA,Bihar,East
10,Urban,dm_screened,81.8,76.6,87.1,Proportion,"81.8 (76.6, 87.1)",806,,NA,Bihar,East
10,Urban,dm_diagnosed,73.5,67.3,79.8,Proportion,"73.5 (67.3, 79.8)",806,,NA,Bihar,East
11,Rural,dm_screened,89.6,84.9,94.3,Proportion,"89.6 (84.9, 94.3)",302,,NA,Sikkim,North East
11,Rural,dm_diagnosed,75.4,68.1,82.6,Proportion,"75.4 (68.1, 82.6)",302,,NA,Sikkim,North East
11,Urban,dm_screened,82.7,68.1,97.3,Proportion,"82.7 (68.1, 97.3)",79,,NA,Sikkim,North East
11,Urban,dm_diagnosed,78.6,63.9,93.4,Proportion,"78.6 (63.9, 93.4)",79,,NA,Sikkim,North East
12,Rural,dm_screened,81.1,76.7,85.4,Proportion,"81.1 (76.7, 85.4)",1207,,NA,Arunachal Pradesh,North East
12,Rural,dm_diagnosed,74.6,69.2,79.9,Proportion,"74.6 (69.2, 79.9)",1207,,NA,Arunachal Pradesh,North East
12,Urban,dm_screened,88.5,84.4,92.5,Proportion,"88.5 (84.4, 92.5)",628,,NA,Arunachal Pradesh,North East
12,Urban,dm_diagnosed,79.5,73.9,85.1,Proportion,"79.5 (73.9, 85.1)",628,,NA,Arunachal Pradesh,North East
13,Rural,dm_screened,66.5,57.8,75.2,Proportion,"66.5 (57.8, 75.2)",393,,NA,Nagaland,North East
13,Rural,dm_diagnosed,53.6,42.7,64.5,Proportion,"53.6 (42.7, 64.5)",393,,NA,Nagaland,North East
13,Urban,dm_screened,86.9,80.3,93.4,Proportion,"86.9 (80.3, 93.4)",263,,NA,Nagaland,North East
13,Urban,dm_diagnosed,81.4,73.5,89.2,Proportion,"81.4 (73.5, 89.2)",263,,NA,Nagaland,North East
14,Rural,dm_screened,75.5,69.1,81.9,Proportion,"75.5 (69.1, 81.9)",700,,NA,Manipur,North East
