REGCODE,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state,v024,REGNAME
1,dm_screened,99,97.5,100.5,Proportion,"99 (97.5, 100.5)",134,,NA,Jammu & Kashmir,1,Kupwara
1,dm_diagnosed,95.1,88.3,101.9,Proportion,"95.1 (88.3, 101.9)",134,,NA,Jammu & Kashmir,1,Kupwara
2,dm_screened,99.1,97.4,100.9,Proportion,"99.1 (97.4, 100.9)",122,,NA,Jammu & Kashmir,1,Badgam
2,dm_diagnosed,96.7,93.2,100.1,Proportion,"96.7 (93.2, 100.1)",122,,NA,Jammu & Kashmir,1,Badgam
3,dm_screened,100,100,100,Proportion,"100 (100, 100)",70,,NA,Ladakh,37,Leh
3,dm_diagnosed,98.9,96.7,101.1,Proportion,"98.9 (96.7, 101.1)",70,,NA,Ladakh,37,Leh
4,dm_screened,99.2,98.1,100.2,Proportion,"99.2 (98.1, 100.2)",332,,NA,Ladakh,37,Kargil
4,dm_diagnosed,97.2,94.8,99.5,Proportion,"97.2 (94.8, 99.5)",332,,NA,Ladakh,37,Kargil
5,dm_screened,96.5,93.4,99.5,Proportion,"96.5 (93.4, 99.5)",166,,NA,Jammu & Kashmir,1,Punch
5,dm_diagnosed,79.6,70.3,88.8,Proportion,"79.6 (70.3, 88.8)",166,,NA,Jammu & Kashmir,1,Punch
6,dm_screened,95.6,90.6,100.6,Proportion,"95.6 (90.6, 100.6)",64,,NA,Jammu & Kashmir,1,Rajouri
6,dm_diagnosed,94.1,88.4,99.8,Proportion,"94.1 (88.4, 99.8)",64,,NA,Jammu & Kashmir,1,Rajouri
7,dm_screened,83.7,74.1,93.3,Proportion,"83.7 (74.1, 93.3)",65,,NA,Jammu & Kashmir,1,Kathua
7,dm_diagnosed,69,55.2,82.9,Proportion,"69 (55.2, 82.9)",65,,NA,Jammu & Kashmir,1,Kathua
8,dm_screened,92.6,87.6,97.6,Proportion,"92.6 (87.6, 97.6)",131,,NA,Jammu & Kashmir,1,Baramula
8,dm_diagnosed,78.6,69.8,87.3,Proportion,"78.6 (69.8, 87.3)",131,,NA,Jammu & Kashmir,1,Baramula
9,dm_screened,90.7,84.2,97.2,Proportion,"90.7 (84.2, 97.2)",183,,NA,Jammu & Kashmir,1,Bandipore
9,dm_diagnosed,82.4,72.3,92.4,Proportion,"82.4 (72.3, 92.4)",183,,NA,Jammu & Kashmir,1,Bandipore
10,dm_screened,97.4,94.6,100.3,Proportion,"97.4 (94.6, 100.3)",118,,NA,Jammu & Kashmir,1,Srinagar
10,dm_diagnosed,95.7,92.3,99,Proportion,"95.7 (92.3, 99)",118,,NA,Jammu & Kashmir,1,Srinagar
11,dm_screened,96.2,92.6,99.8,Proportion,"96.2 (92.6, 99.8)",146,,NA,Jammu & Kashmir,1,Ganderbal
11,dm_diagnosed,90.2,84.5,95.9,Proportion,"90.2 (84.5, 95.9)",146,,NA,Jammu & Kashmir,1,Ganderbal
12,dm_screened,98.8,96.9,100.7,Proportion,"98.8 (96.9, 100.7)",140,,NA,Jammu & Kashmir,1,Pulwama
12,dm_diagnosed,92.5,88.1,96.8,Proportion,"92.5 (88.1, 96.8)",140,,NA,Jammu & Kashmir,1,Pulwama
13,dm_screened,100,100,100,Proportion,"100 (100, 100)",128,,NA,Jammu & Kashmir,1,Shupiyan
13,dm_diagnosed,96.3,92.9,99.6,Proportion,"96.3 (92.9, 99.6)",128,,NA,Jammu & Kashmir,1,Shupiyan
14,dm_screened,96,91.3,100.7,Proportion,"96 (91.3, 100.7)",99,,NA,Jammu & Kashmir,1,Anantnag
14,dm_diagnosed,91.7,85.1,98.2,Proportion,"91.7 (85.1, 98.2)",99,,NA,Jammu & Kashmir,1,Anantnag
15,dm_screened,96.4,91.6,101.3,Proportion,"96.4 (91.6, 101.3)",58,,NA,Jammu & Kashmir,1,Kulgam
15,dm_diagnosed,93.2,87.1,99.4,Proportion,"93.2 (87.1, 99.4)",58,,NA,Jammu & Kashmir,1,Kulgam
16,dm_screened,90.6,83.7,97.5,Proportion,"90.6 (83.7, 97.5)",71,,NA,Jammu & Kashmir,1,Doda
16,dm_diagnosed,82.4,69.9,94.9,Proportion,"82.4 (69.9, 94.9)",71,,NA,Jammu & Kashmir,1,Doda
17,dm_screened,97.6,93.8,101.5,Proportion,"97.6 (93.8, 101.5)",135,,NA,Jammu & Kashmir,1,Ramban
17,dm_diagnosed,96.1,91.1,101,Proportion,"96.1 (91.1, 101)",135,,NA,Jammu & Kashmir,1,Ramban
18,dm_screened,96.9,93.5,100.3,Proportion,"96.9 (93.5, 100.3)",132,,NA,Jammu & Kashmir,1,Kishtwar
18,dm_diagnosed,95.6,91.4,99.8,Proportion,"95.6 (91.4, 99.8)",132,,NA,Jammu & Kashmir,1,Kishtwar
19,dm_screened,94.7,91.2,98.1,Proportion,"94.7 (91.2, 98.1)",119,,NA,Jammu & Kashmir,1,Udhampur
19,dm_diagnosed,92.2,87.9,96.6,Proportion,"92.2 (87.9, 96.6)",119,,NA,Jammu & Kashmir,1,Udhampur
20,dm_screened,100,100,100,Proportion,"100 (100, 100)",67,,NA,Jammu & Kashmir,1,Reasi
20,dm_diagnosed,98.4,95.3,101.5,Proportion,"98.4 (95.3, 101.5)",67,,NA,Jammu & Kashmir,1,Reasi
21,dm_screened,96.2,93,99.5,Proportion,"96.2 (93, 99.5)",129,,NA,Jammu & Kashmir,1,Jammu
21,dm_diagnosed,87.1,79,95.3,Proportion,"87.1 (79, 95.3)",129,,NA,Jammu & Kashmir,1,Jammu
22,dm_screened,89.3,81.8,96.7,Proportion,"89.3 (81.8, 96.7)",128,,NA,Jammu & Kashmir,1,Samba
22,dm_diagnosed,80.8,71,90.5,Proportion,"80.8 (71, 90.5)",128,,NA,Jammu & Kashmir,1,Samba
23,dm_screened,84.3,74.9,93.7,Proportion,"84.3 (74.9, 93.7)",98,,NA,Himachal Pradesh,2,Chamba
23,dm_diagnosed,72,62.3,81.7,Proportion,"72 (62.3, 81.7)",98,,NA,Himachal Pradesh,2,Chamba
24,dm_screened,87.7,82.6,92.8,Proportion,"87.7 (82.6, 92.8)",188,,NA,Himachal Pradesh,2,Kangra
24,dm_diagnosed,70.3,64.2,76.4,Proportion,"70.3 (64.2, 76.4)",188,,NA,Himachal Pradesh,2,Kangra
25,dm_screened,93.3,80.6,106,Proportion,"93.3 (80.6, 106)",31,,NA,Himachal Pradesh,2,Lahul & Spiti
25,dm_diagnosed,91.7,78.7,104.7,Proportion,"91.7 (78.7, 104.7)",31,,NA,Himachal Pradesh,2,Lahul & Spiti
26,dm_screened,91.3,85.1,97.6,Proportion,"91.3 (85.1, 97.6)",165,,NA,Himachal Pradesh,2,Kullu
