REGCODE,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state,v024,REGNAME
1,dm_screened,99.4,98.5,100.3,Proportion,"99.4 (98.5, 100.3)",134,,NA,Jammu & Kashmir,1,Kupwara
1,dm_diagnosed,97,93.2,100.9,Proportion,"97 (93.2, 100.9)",134,,NA,Jammu & Kashmir,1,Kupwara
2,dm_screened,99.2,97.7,100.7,Proportion,"99.2 (97.7, 100.7)",122,,NA,Jammu & Kashmir,1,Badgam
2,dm_diagnosed,97.4,94.9,100,Proportion,"97.4 (94.9, 100)",122,,NA,Jammu & Kashmir,1,Badgam
3,dm_screened,100,100,100,Proportion,"100 (100, 100)",70,,NA,Ladakh,37,Leh
3,dm_diagnosed,99.1,97.3,100.9,Proportion,"99.1 (97.3, 100.9)",70,,NA,Ladakh,37,Leh
4,dm_screened,99.4,98.7,100.1,Proportion,"99.4 (98.7, 100.1)",332,,NA,Ladakh,37,Kargil
4,dm_diagnosed,97.5,95.4,99.6,Proportion,"97.5 (95.4, 99.6)",332,,NA,Ladakh,37,Kargil
5,dm_screened,96.1,92.4,99.9,Proportion,"96.1 (92.4, 99.9)",166,,NA,Jammu & Kashmir,1,Punch
5,dm_diagnosed,75.8,64.1,87.5,Proportion,"75.8 (64.1, 87.5)",166,,NA,Jammu & Kashmir,1,Punch
6,dm_screened,95.5,90,101,Proportion,"95.5 (90, 101)",64,,NA,Jammu & Kashmir,1,Rajouri
6,dm_diagnosed,94.7,89.1,100.3,Proportion,"94.7 (89.1, 100.3)",64,,NA,Jammu & Kashmir,1,Rajouri
7,dm_screened,81.1,67.9,94.2,Proportion,"81.1 (67.9, 94.2)",65,,NA,Jammu & Kashmir,1,Kathua
7,dm_diagnosed,68.3,52,84.7,Proportion,"68.3 (52, 84.7)",65,,NA,Jammu & Kashmir,1,Kathua
8,dm_screened,93,88,98,Proportion,"93 (88, 98)",131,,NA,Jammu & Kashmir,1,Baramula
8,dm_diagnosed,79.9,70.9,89,Proportion,"79.9 (70.9, 89)",131,,NA,Jammu & Kashmir,1,Baramula
9,dm_screened,88.4,79.2,97.6,Proportion,"88.4 (79.2, 97.6)",183,,NA,Jammu & Kashmir,1,Bandipore
9,dm_diagnosed,83.4,72.6,94.2,Proportion,"83.4 (72.6, 94.2)",183,,NA,Jammu & Kashmir,1,Bandipore
10,dm_screened,94.4,87.3,101.5,Proportion,"94.4 (87.3, 101.5)",118,,NA,Jammu & Kashmir,1,Srinagar
10,dm_diagnosed,93.4,86.3,100.4,Proportion,"93.4 (86.3, 100.4)",118,,NA,Jammu & Kashmir,1,Srinagar
11,dm_screened,96.7,93.4,99.9,Proportion,"96.7 (93.4, 99.9)",146,,NA,Jammu & Kashmir,1,Ganderbal
11,dm_diagnosed,90.1,84,96.3,Proportion,"90.1 (84, 96.3)",146,,NA,Jammu & Kashmir,1,Ganderbal
12,dm_screened,96.2,89.8,102.7,Proportion,"96.2 (89.8, 102.7)",140,,NA,Jammu & Kashmir,1,Pulwama
12,dm_diagnosed,84.4,73.3,95.5,Proportion,"84.4 (73.3, 95.5)",140,,NA,Jammu & Kashmir,1,Pulwama
13,dm_screened,100,100,100,Proportion,"100 (100, 100)",128,,NA,Jammu & Kashmir,1,Shupiyan
13,dm_diagnosed,97.6,95.4,99.8,Proportion,"97.6 (95.4, 99.8)",128,,NA,Jammu & Kashmir,1,Shupiyan
14,dm_screened,97.4,94.3,100.4,Proportion,"97.4 (94.3, 100.4)",99,,NA,Jammu & Kashmir,1,Anantnag
14,dm_diagnosed,94.5,90.4,98.7,Proportion,"94.5 (90.4, 98.7)",99,,NA,Jammu & Kashmir,1,Anantnag
15,dm_screened,98.1,95,101.1,Proportion,"98.1 (95, 101.1)",58,,NA,Jammu & Kashmir,1,Kulgam
15,dm_diagnosed,97.3,94.1,100.5,Proportion,"97.3 (94.1, 100.5)",58,,NA,Jammu & Kashmir,1,Kulgam
16,dm_screened,86.9,69.7,104.1,Proportion,"86.9 (69.7, 104.1)",71,,NA,Jammu & Kashmir,1,Doda
16,dm_diagnosed,72.5,48.6,96.3,Proportion,"72.5 (48.6, 96.3)",71,,NA,Jammu & Kashmir,1,Doda
17,dm_screened,98,95,101.1,Proportion,"98 (95, 101.1)",135,,NA,Jammu & Kashmir,1,Ramban
17,dm_diagnosed,96.7,92.9,100.6,Proportion,"96.7 (92.9, 100.6)",135,,NA,Jammu & Kashmir,1,Ramban
18,dm_screened,97.1,93.7,100.5,Proportion,"97.1 (93.7, 100.5)",132,,NA,Jammu & Kashmir,1,Kishtwar
18,dm_diagnosed,96.3,92.5,100,Proportion,"96.3 (92.5, 100)",132,,NA,Jammu & Kashmir,1,Kishtwar
19,dm_screened,95.5,92.1,98.9,Proportion,"95.5 (92.1, 98.9)",119,,NA,Jammu & Kashmir,1,Udhampur
19,dm_diagnosed,93.9,90.2,97.6,Proportion,"93.9 (90.2, 97.6)",119,,NA,Jammu & Kashmir,1,Udhampur
20,dm_screened,100,100,100,Proportion,"100 (100, 100)",67,,NA,Jammu & Kashmir,1,Reasi
20,dm_diagnosed,99.1,97.4,100.8,Proportion,"99.1 (97.4, 100.8)",67,,NA,Jammu & Kashmir,1,Reasi
21,dm_screened,95.7,90.4,101,Proportion,"95.7 (90.4, 101)",129,,NA,Jammu & Kashmir,1,Jammu
21,dm_diagnosed,84.2,74.3,94.1,Proportion,"84.2 (74.3, 94.1)",129,,NA,Jammu & Kashmir,1,Jammu
22,dm_screened,88.7,78.6,98.7,Proportion,"88.7 (78.6, 98.7)",128,,NA,Jammu & Kashmir,1,Samba
22,dm_diagnosed,81.6,69.2,94.1,Proportion,"81.6 (69.2, 94.1)",128,,NA,Jammu & Kashmir,1,Samba
23,dm_screened,88.2,81.2,95.3,Proportion,"88.2 (81.2, 95.3)",98,,NA,Himachal Pradesh,2,Chamba
23,dm_diagnosed,78.2,70.5,85.9,Proportion,"78.2 (70.5, 85.9)",98,,NA,Himachal Pradesh,2,Chamba
