state,residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state,zone
1,Rural,dm_unscreened,4.5,3.1,6,Proportion,"4.5 (3.1, 6)",1834,,NA,Jammu & Kashmir,North
1,Rural,dm_undiagnosed,12,8.9,15,Proportion,"12 (8.9, 15)",1834,,NA,Jammu & Kashmir,North
1,Urban,dm_unscreened,5.3,2,8.5,Proportion,"5.3 (2, 8.5)",501,,NA,Jammu & Kashmir,North
1,Urban,dm_undiagnosed,9.8,5.2,14.4,Proportion,"9.8 (5.2, 14.4)",501,,NA,Jammu & Kashmir,North
2,Rural,dm_unscreened,12.9,8.5,17.3,Proportion,"12.9 (8.5, 17.3)",1343,,NA,Himachal Pradesh,North
2,Rural,dm_undiagnosed,23.9,18.7,29.1,Proportion,"23.9 (18.7, 29.1)",1343,,NA,Himachal Pradesh,North
2,Urban,dm_unscreened,6.3,0.1,12.6,Proportion,"6.3 (0.1, 12.6)",179,,NA,Himachal Pradesh,North
2,Urban,dm_undiagnosed,22.5,11.4,33.7,Proportion,"22.5 (11.4, 33.7)",179,,NA,Himachal Pradesh,North
3,Rural,dm_unscreened,12.3,10,14.6,Proportion,"12.3 (10, 14.6)",2282,,NA,Punjab,North
3,Rural,dm_undiagnosed,28.4,25,31.9,Proportion,"28.4 (25, 31.9)",2282,,NA,Punjab,North
3,Urban,dm_unscreened,11.6,7,16.2,Proportion,"11.6 (7, 16.2)",1265,,NA,Punjab,North
3,Urban,dm_undiagnosed,27.9,21.7,34,Proportion,"27.9 (21.7, 34)",1265,,NA,Punjab,North
4,Rural,dm_unscreened,25.1,25.1,25.1,Proportion,"25.1 (25.1, 25.1)",5,,NA,Chandigarh,North
4,Rural,dm_undiagnosed,63.9,63.9,63.9,Proportion,"63.9 (63.9, 63.9)",5,,NA,Chandigarh,North
4,Urban,dm_unscreened,13.6,7,20.2,Proportion,"13.6 (7, 20.2)",127,,NA,Chandigarh,North
