REGCODE,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state,v024,REGNAME
1,dm_screened,48,40.2,55.9,Proportion,"48 (40.2, 55.9)",2878,,NA,Jammu & Kashmir,1,Kupwara
1,dm_disease,4.5,2.2,6.8,Proportion,"4.5 (2.2, 6.8)",2878,,NA,Jammu & Kashmir,1,Kupwara
1,dm_diagnosed,4.4,2.1,6.7,Proportion,"4.4 (2.1, 6.7)",2878,,NA,Jammu & Kashmir,1,Kupwara
1,dm_treated,1.8,1.1,2.6,Proportion,"1.8 (1.1, 2.6)",2878,,NA,Jammu & Kashmir,1,Kupwara
1,dm_controlled,3.9,1.6,6.1,Proportion,"3.9 (1.6, 6.1)",2878,,NA,Jammu & Kashmir,1,Kupwara
2,dm_screened,59.1,51.4,66.9,Proportion,"59.1 (51.4, 66.9)",2874,,NA,Jammu & Kashmir,1,Badgam
2,dm_disease,4.4,2.6,6.2,Proportion,"4.4 (2.6, 6.2)",2874,,NA,Jammu & Kashmir,1,Badgam
2,dm_diagnosed,4.3,2.5,6.1,Proportion,"4.3 (2.5, 6.1)",2874,,NA,Jammu & Kashmir,1,Badgam
2,dm_treated,2.1,1.1,3.1,Proportion,"2.1 (1.1, 3.1)",2874,,NA,Jammu & Kashmir,1,Badgam
2,dm_controlled,3.7,1.9,5.4,Proportion,"3.7 (1.9, 5.4)",2874,,NA,Jammu & Kashmir,1,Badgam
3,dm_screened,59,51.6,66.5,Proportion,"59 (51.6, 66.5)",2745,,NA,Ladakh,37,Leh
3,dm_disease,2.5,1.5,3.6,Proportion,"2.5 (1.5, 3.6)",2745,,NA,Ladakh,37,Leh
3,dm_diagnosed,2.5,1.4,3.6,Proportion,"2.5 (1.4, 3.6)",2745,,NA,Ladakh,37,Leh
3,dm_treated,0.9,0.3,1.4,Proportion,"0.9 (0.3, 1.4)",2745,,NA,Ladakh,37,Leh
3,dm_controlled,2.3,1.2,3.4,Proportion,"2.3 (1.2, 3.4)",2745,,NA,Ladakh,37,Leh
4,dm_screened,50.4,42.9,57.9,Proportion,"50.4 (42.9, 57.9)",2913,,NA,Ladakh,37,Kargil
4,dm_disease,11.3,5.5,17.2,Proportion,"11.3 (5.5, 17.2)",2913,,NA,Ladakh,37,Kargil
4,dm_diagnosed,11.3,5.5,17.2,Proportion,"11.3 (5.5, 17.2)",2913,,NA,Ladakh,37,Kargil
4,dm_treated,3.2,2.1,4.3,Proportion,"3.2 (2.1, 4.3)",2913,,NA,Ladakh,37,Kargil
4,dm_controlled,10,4,15.9,Proportion,"10 (4, 15.9)",2913,,NA,Ladakh,37,Kargil
5,dm_screened,49.7,40.3,59.1,Proportion,"49.7 (40.3, 59.1)",2863,,NA,Jammu & Kashmir,1,Punch
5,dm_disease,4.9,3.5,6.4,Proportion,"4.9 (3.5, 6.4)",2863,,NA,Jammu & Kashmir,1,Punch
5,dm_diagnosed,4.6,3.2,6,Proportion,"4.6 (3.2, 6)",2863,,NA,Jammu & Kashmir,1,Punch
5,dm_treated,3,2,4.1,Proportion,"3 (2, 4.1)",2863,,NA,Jammu & Kashmir,1,Punch
5,dm_controlled,2.8,1.5,4,Proportion,"2.8 (1.5, 4)",2863,,NA,Jammu & Kashmir,1,Punch
6,dm_screened,66.5,58.2,74.8,Proportion,"66.5 (58.2, 74.8)",2830,,NA,Jammu & Kashmir,1,Rajouri
6,dm_disease,2.3,1.4,3.1,Proportion,"2.3 (1.4, 3.1)",2830,,NA,Jammu & Kashmir,1,Rajouri
6,dm_diagnosed,2.2,1.3,3,Proportion,"2.2 (1.3, 3)",2830,,NA,Jammu & Kashmir,1,Rajouri
6,dm_treated,1,0.5,1.4,Proportion,"1 (0.5, 1.4)",2830,,NA,Jammu & Kashmir,1,Rajouri
6,dm_controlled,2,1.2,2.7,Proportion,"2 (1.2, 2.7)",2830,,NA,Jammu & Kashmir,1,Rajouri
7,dm_screened,65.3,56.6,74.1,Proportion,"65.3 (56.6, 74.1)",2701,,NA,Jammu & Kashmir,1,Kathua
7,dm_disease,2.3,1.4,3.1,Proportion,"2.3 (1.4, 3.1)",2701,,NA,Jammu & Kashmir,1,Kathua
7,dm_diagnosed,1.7,0.9,2.5,Proportion,"1.7 (0.9, 2.5)",2701,,NA,Jammu & Kashmir,1,Kathua
7,dm_treated,1.3,0.6,2,Proportion,"1.3 (0.6, 2)",2701,,NA,Jammu & Kashmir,1,Kathua
7,dm_controlled,1.4,0.8,2,Proportion,"1.4 (0.8, 2)",2701,,NA,Jammu & Kashmir,1,Kathua
8,dm_screened,48,41.8,54.1,Proportion,"48 (41.8, 54.1)",3123,,NA,Jammu & Kashmir,1,Baramula
8,dm_disease,4.2,3.1,5.2,Proportion,"4.2 (3.1, 5.2)",3123,,NA,Jammu & Kashmir,1,Baramula
8,dm_diagnosed,3.4,2.3,4.5,Proportion,"3.4 (2.3, 4.5)",3123,,NA,Jammu & Kashmir,1,Baramula
8,dm_treated,2.6,1.6,3.6,Proportion,"2.6 (1.6, 3.6)",3123,,NA,Jammu & Kashmir,1,Baramula
8,dm_controlled,2.6,1.8,3.5,Proportion,"2.6 (1.8, 3.5)",3123,,NA,Jammu & Kashmir,1,Baramula
9,dm_screened,37.3,31.6,43,Proportion,"37.3 (31.6, 43)",2836,,NA,Jammu & Kashmir,1,Bandipore
9,dm_disease,6.2,3.5,8.8,Proportion,"6.2 (3.5, 8.8)",2836,,NA,Jammu & Kashmir,1,Bandipore
9,dm_diagnosed,5.3,2.7,8,Proportion,"5.3 (2.7, 8)",2836,,NA,Jammu & Kashmir,1,Bandipore
9,dm_treated,2.3,1.4,3.1,Proportion,"2.3 (1.4, 3.1)",2836,,NA,Jammu & Kashmir,1,Bandipore
9,dm_controlled,4.5,1.9,7.1,Proportion,"4.5 (1.9, 7.1)",2836,,NA,Jammu & Kashmir,1,Bandipore
10,dm_screened,53.1,45.2,61.1,Proportion,"53.1 (45.2, 61.1)",2435,,NA,Jammu & Kashmir,1,Srinagar
10,dm_disease,4.8,3.5,6.1,Proportion,"4.8 (3.5, 6.1)",2435,,NA,Jammu & Kashmir,1,Srinagar
