state,residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state,zone
1,Rural,dm_screened,95.5,94.2,96.8,Proportion,"95.5 (94.2, 96.8)",1828,,NA,Jammu & Kashmir,North
1,Rural,dm_diagnosed,87.9,85.2,90.6,Proportion,"87.9 (85.2, 90.6)",1828,,NA,Jammu & Kashmir,North
1,Urban,dm_screened,96.2,94.4,98.1,Proportion,"96.2 (94.4, 98.1)",501,,NA,Jammu & Kashmir,North
1,Urban,dm_diagnosed,91.2,87.9,94.6,Proportion,"91.2 (87.9, 94.6)",501,,NA,Jammu & Kashmir,North
2,Rural,dm_screened,90.4,88.2,92.6,Proportion,"90.4 (88.2, 92.6)",1336,,NA,Himachal Pradesh,North
2,Rural,dm_diagnosed,75.9,73,78.9,Proportion,"75.9 (73, 78.9)",1336,,NA,Himachal Pradesh,North
2,Urban,dm_screened,95.3,91.7,98.9,Proportion,"95.3 (91.7, 98.9)",178,,NA,Himachal Pradesh,North
2,Urban,dm_diagnosed,83,75.6,90.3,Proportion,"83 (75.6, 90.3)",178,,NA,Himachal Pradesh,North
3,Rural,dm_screened,89.2,87.7,90.8,Proportion,"89.2 (87.7, 90.8)",2277,,NA,Punjab,North
3,Rural,dm_diagnosed,73.5,71.1,75.9,Proportion,"73.5 (71.1, 75.9)",2277,,NA,Punjab,North
3,Urban,dm_screened,92.2,89.9,94.5,Proportion,"92.2 (89.9, 94.5)",1265,,NA,Punjab,North
3,Urban,dm_diagnosed,76.7,73,80.5,Proportion,"76.7 (73, 80.5)",1265,,NA,Punjab,North
4,Rural,dm_screened,80,80,80,Proportion,"80 (80, 80)",5,,NA,Chandigarh,North
4,Rural,dm_diagnosed,60,60,60,Proportion,"60 (60, 60)",5,,NA,Chandigarh,North
4,Urban,dm_screened,91.6,87.3,96,Proportion,"91.6 (87.3, 96)",125,,NA,Chandigarh,North
4,Urban,dm_diagnosed,74.7,67.6,81.8,Proportion,"74.7 (67.6, 81.8)",125,,NA,Chandigarh,North
5,Rural,dm_screened,85.8,82.8,88.8,Proportion,"85.8 (82.8, 88.8)",961,,NA,Uttarakhand,Central
