residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata
Rural,dm_screened,58.8,58,59.7,Proportion,"58.8 (58, 59.7)",97996,,NA
Rural,dm_diagnosed,39.1,38.2,40,Proportion,"39.1 (38.2, 40)",97996,,NA
Urban,dm_screened,74.7,73.6,75.7,Proportion,"74.7 (73.6, 75.7)",47103,,NA
Urban,dm_diagnosed,50.7,49.6,51.9,Proportion,"50.7 (49.6, 51.9)",47103,,NA
Rural,dm_screened,60.8,59.6,61.9,Proportion,"60.8 (59.6, 61.9)",48902,sex,Female
Rural,dm_diagnosed,41.2,40,42.4,Proportion,"41.2 (40, 42.4)",48902,sex,Female
Rural,dm_screened,56.6,55.6,57.6,Proportion,"56.6 (55.6, 57.6)",49094,sex,Male
Rural,dm_diagnosed,36.6,35.6,37.6,Proportion,"36.6 (35.6, 37.6)",49094,sex,Male
Urban,dm_screened,76.8,75.4,78.1,Proportion,"76.8 (75.4, 78.1)",24202,sex,Female
Urban,dm_diagnosed,53.2,51.7,54.8,Proportion,"53.2 (51.7, 54.8)",24202,sex,Female
Urban,dm_screened,72.4,71.1,73.6,Proportion,"72.4 (71.1, 73.6)",22901,sex,Male
Urban,dm_diagnosed,48,46.7,49.3,Proportion,"48 (46.7, 49.3)",22901,sex,Male
Rural,dm_screened,53.6,52.3,54.9,Proportion,"53.6 (52.3, 54.9)",19622,age_category,18-39
Rural,dm_diagnosed,34.9,33.5,36.3,Proportion,"34.9 (33.5, 36.3)",19622,age_category,18-39
Rural,dm_screened,64.4,63.7,65.1,Proportion,"64.4 (63.7, 65.1)",55329,age_category,40-64
Rural,dm_diagnosed,43.4,42.6,44.1,Proportion,"43.4 (42.6, 44.1)",55329,age_category,40-64
Rural,dm_screened,69,68.1,69.9,Proportion,"69 (68.1, 69.9)",23045,age_category,65 plus
Rural,dm_diagnosed,47.7,46.7,48.7,Proportion,"47.7 (46.7, 48.7)",23045,age_category,65 plus
Urban,dm_screened,64.2,62.2,66.2,Proportion,"64.2 (62.2, 66.2)",8164,age_category,18-39
Urban,dm_diagnosed,41.1,38.9,43.4,Proportion,"41.1 (38.9, 43.4)",8164,age_category,18-39
Urban,dm_screened,80.6,79.7,81.5,Proportion,"80.6 (79.7, 81.5)",27853,age_category,40-64
Urban,dm_diagnosed,55.4,54.3,56.4,Proportion,"55.4 (54.3, 56.4)",27853,age_category,40-64
Urban,dm_screened,86.4,85.3,87.4,Proportion,"86.4 (85.3, 87.4)",11086,age_category,65 plus
Urban,dm_diagnosed,64.2,62.7,65.6,Proportion,"64.2 (62.7, 65.6)",11086,age_category,65 plus
Rural,dm_screened,68.9,67.1,70.7,Proportion,"68.9 (67.1, 70.7)",7019,education,Higher
Rural,dm_diagnosed,48.7,46.6,50.7,Proportion,"48.7 (46.6, 50.7)",7019,education,Higher
Rural,dm_screened,52.3,50.8,53.8,Proportion,"52.3 (50.8, 53.8)",37420,education,No education
Rural,dm_diagnosed,34.9,33.5,36.3,Proportion,"34.9 (33.5, 36.3)",37420,education,No education
Rural,dm_screened,58.8,57.1,60.4,Proportion,"58.8 (57.1, 60.4)",17799,education,Primary
Rural,dm_diagnosed,37,35.3,38.7,Proportion,"37 (35.3, 38.7)",17799,education,Primary
Rural,dm_screened,63.3,62.3,64.3,Proportion,"63.3 (62.3, 64.3)",35758,education,Secondary
Rural,dm_diagnosed,42.3,41.2,43.4,Proportion,"42.3 (41.2, 43.4)",35758,education,Secondary
Urban,dm_screened,80.2,78.7,81.8,Proportion,"80.2 (78.7, 81.8)",8795,education,Higher
Urban,dm_diagnosed,54.2,52.3,56.1,Proportion,"54.2 (52.3, 56.1)",8795,education,Higher
Urban,dm_screened,67.6,64.9,70.3,Proportion,"67.6 (64.9, 70.3)",9230,education,No education
Urban,dm_diagnosed,45.4,42.6,48.2,Proportion,"45.4 (42.6, 48.2)",9230,education,No education
Urban,dm_screened,72.8,70.2,75.3,Proportion,"72.8 (70.2, 75.3)",7226,education,Primary
Urban,dm_diagnosed,49.9,47.4,52.5,Proportion,"49.9 (47.4, 52.5)",7226,education,Primary
Urban,dm_screened,75.9,74.7,77.1,Proportion,"75.9 (74.7, 77.1)",21852,education,Secondary
Urban,dm_diagnosed,51.8,50.4,53.1,Proportion,"51.8 (50.4, 53.1)",21852,education,Secondary
Rural,dm_screened,61.1,59.6,62.5,Proportion,"61.1 (59.6, 62.5)",25796,caste,General
Rural,dm_diagnosed,39.9,38.4,41.5,Proportion,"39.9 (38.4, 41.5)",25796,caste,General
Rural,dm_screened,60.2,59,61.5,Proportion,"60.2 (59, 61.5)",38683,caste,OBC
Rural,dm_diagnosed,40.8,39.3,42.2,Proportion,"40.8 (39.3, 42.2)",38683,caste,OBC
Rural,dm_screened,58.6,57,60.2,Proportion,"58.6 (57, 60.2)",18314,caste,Schedule Caste
Rural,dm_diagnosed,38.7,37.1,40.3,Proportion,"38.7 (37.1, 40.3)",18314,caste,Schedule Caste
Rural,dm_screened,42.8,40.7,44.8,Proportion,"42.8 (40.7, 44.8)",15203,caste,Schedule Tribe
Rural,dm_diagnosed,27,25,28.9,Proportion,"27 (25, 28.9)",15203,caste,Schedule Tribe
Urban,dm_screened,73.7,71.9,75.4,Proportion,"73.7 (71.9, 75.4)",16420,caste,General
Urban,dm_diagnosed,49.6,47.8,51.4,Proportion,"49.6 (47.8, 51.4)",16420,caste,General
Urban,dm_screened,76.8,75.4,78.3,Proportion,"76.8 (75.4, 78.3)",19761,caste,OBC
Urban,dm_diagnosed,52.9,51.2,54.5,Proportion,"52.9 (51.2, 54.5)",19761,caste,OBC
Urban,dm_screened,72.3,70.3,74.4,Proportion,"72.3 (70.3, 74.4)",7054,caste,Schedule Caste
Urban,dm_diagnosed,48.5,46.2,50.7,Proportion,"48.5 (46.2, 50.7)",7054,caste,Schedule Caste
