state,residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state,zone
1,Rural,dm_screened,81.1,77.2,85.1,Proportion,"81.1 (77.2, 85.1)",2560,,NA,Jammu & Kashmir,North
1,Rural,dm_diagnosed,60.5,55.8,65.2,Proportion,"60.5 (55.8, 65.2)",2560,,NA,Jammu & Kashmir,North
1,Urban,dm_screened,82.5,76.1,89,Proportion,"82.5 (76.1, 89)",675,,NA,Jammu & Kashmir,North
1,Urban,dm_diagnosed,68.1,60.2,76,Proportion,"68.1 (60.2, 76)",675,,NA,Jammu & Kashmir,North
2,Rural,dm_screened,78.1,75.2,80.9,Proportion,"78.1 (75.2, 80.9)",2114,,NA,Himachal Pradesh,North
2,Rural,dm_diagnosed,49.4,46.1,52.7,Proportion,"49.4 (46.1, 52.7)",2114,,NA,Himachal Pradesh,North
2,Urban,dm_screened,89.1,83.5,94.6,Proportion,"89.1 (83.5, 94.6)",244,,NA,Himachal Pradesh,North
2,Urban,dm_diagnosed,57.5,46.1,68.8,Proportion,"57.5 (46.1, 68.8)",244,,NA,Himachal Pradesh,North
3,Rural,dm_screened,79.4,77.4,81.3,Proportion,"79.4 (77.4, 81.3)",3325,,NA,Punjab,North
3,Rural,dm_diagnosed,50.4,48,52.8,Proportion,"50.4 (48, 52.8)",3325,,NA,Punjab,North
3,Urban,dm_screened,86.9,84.3,89.6,Proportion,"86.9 (84.3, 89.6)",1713,,NA,Punjab,North
3,Urban,dm_diagnosed,56.8,53.2,60.4,Proportion,"56.8 (53.2, 60.4)",1713,,NA,Punjab,North
4,Rural,dm_screened,66.7,66.7,66.7,Proportion,"66.7 (66.7, 66.7)",6,,NA,Chandigarh,North
4,Rural,dm_diagnosed,50,50,50,Proportion,"50 (50, 50)",6,,NA,Chandigarh,North
4,Urban,dm_screened,84,77.8,90.2,Proportion,"84 (77.8, 90.2)",179,,NA,Chandigarh,North
4,Urban,dm_diagnosed,52.5,45.2,59.9,Proportion,"52.5 (45.2, 59.9)",179,,NA,Chandigarh,North
5,Rural,dm_screened,68.6,65,72.2,Proportion,"68.6 (65, 72.2)",1595,,NA,Uttarakhand,Central
5,Rural,dm_diagnosed,45.8,42.4,49.2,Proportion,"45.8 (42.4, 49.2)",1595,,NA,Uttarakhand,Central
5,Urban,dm_screened,78.2,73.4,83,Proportion,"78.2 (73.4, 83)",605,,NA,Uttarakhand,Central
5,Urban,dm_diagnosed,56.1,50.7,61.6,Proportion,"56.1 (50.7, 61.6)",605,,NA,Uttarakhand,Central
6,Rural,dm_screened,70.1,67.5,72.7,Proportion,"70.1 (67.5, 72.7)",2693,,NA,Haryana,North
