state,residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state,zone
1,Rural,dm_unscreened,18.9,14.9,22.8,Proportion,"18.9 (14.9, 22.8)",2560,,NA,Jammu & Kashmir,North
1,Rural,dm_undiagnosed,39.5,34.8,44.2,Proportion,"39.5 (34.8, 44.2)",2560,,NA,Jammu & Kashmir,North
1,Urban,dm_unscreened,17.5,11,23.9,Proportion,"17.5 (11, 23.9)",675,,NA,Jammu & Kashmir,North
1,Urban,dm_undiagnosed,31.9,24,39.8,Proportion,"31.9 (24, 39.8)",675,,NA,Jammu & Kashmir,North
2,Rural,dm_unscreened,21.9,19.1,24.8,Proportion,"21.9 (19.1, 24.8)",2114,,NA,Himachal Pradesh,North
2,Rural,dm_undiagnosed,50.6,47.3,53.9,Proportion,"50.6 (47.3, 53.9)",2114,,NA,Himachal Pradesh,North
2,Urban,dm_unscreened,10.9,5.4,16.5,Proportion,"10.9 (5.4, 16.5)",244,,NA,Himachal Pradesh,North
2,Urban,dm_undiagnosed,42.5,31.2,53.9,Proportion,"42.5 (31.2, 53.9)",244,,NA,Himachal Pradesh,North
3,Rural,dm_unscreened,20.6,18.7,22.6,Proportion,"20.6 (18.7, 22.6)",3325,,NA,Punjab,North
3,Rural,dm_undiagnosed,49.6,47.2,52,Proportion,"49.6 (47.2, 52)",3325,,NA,Punjab,North
3,Urban,dm_unscreened,13.1,10.4,15.7,Proportion,"13.1 (10.4, 15.7)",1713,,NA,Punjab,North
3,Urban,dm_undiagnosed,43.2,39.6,46.8,Proportion,"43.2 (39.6, 46.8)",1713,,NA,Punjab,North
4,Rural,dm_unscreened,33.3,33.3,33.3,Proportion,"33.3 (33.3, 33.3)",6,,NA,Chandigarh,North
4,Rural,dm_undiagnosed,50,50,50,Proportion,"50 (50, 50)",6,,NA,Chandigarh,North
4,Urban,dm_unscreened,16,9.8,22.2,Proportion,"16 (9.8, 22.2)",179,,NA,Chandigarh,North
4,Urban,dm_undiagnosed,47.5,40.1,54.8,Proportion,"47.5 (40.1, 54.8)",179,,NA,Chandigarh,North
5,Rural,dm_unscreened,31.4,27.8,35,Proportion,"31.4 (27.8, 35)",1595,,NA,Uttarakhand,Central
5,Rural,dm_undiagnosed,54.2,50.8,57.6,Proportion,"54.2 (50.8, 57.6)",1595,,NA,Uttarakhand,Central
5,Urban,dm_unscreened,21.8,17,26.6,Proportion,"21.8 (17, 26.6)",605,,NA,Uttarakhand,Central
5,Urban,dm_undiagnosed,43.9,38.4,49.3,Proportion,"43.9 (38.4, 49.3)",605,,NA,Uttarakhand,Central
6,Rural,dm_unscreened,29.9,27.3,32.5,Proportion,"29.9 (27.3, 32.5)",2693,,NA,Haryana,North
6,Rural,dm_undiagnosed,54.4,51.1,57.7,Proportion,"54.4 (51.1, 57.7)",2693,,NA,Haryana,North
6,Urban,dm_unscreened,17.4,14.7,20,Proportion,"17.4 (14.7, 20)",1653,,NA,Haryana,North
6,Urban,dm_undiagnosed,39.9,35.8,44,Proportion,"39.9 (35.8, 44)",1653,,NA,Haryana,North
7,Rural,dm_unscreened,4.8,-1,10.6,Proportion,"4.8 (-1, 10.6)",59,,NA,Nct Of Delhi,North
7,Rural,dm_undiagnosed,46.3,19.6,72.9,Proportion,"46.3 (19.6, 72.9)",59,,NA,Nct Of Delhi,North
7,Urban,dm_unscreened,11.6,9.9,13.4,Proportion,"11.6 (9.9, 13.4)",2130,,NA,Nct Of Delhi,North
7,Urban,dm_undiagnosed,38.4,35.5,41.4,Proportion,"38.4 (35.5, 41.4)",2130,,NA,Nct Of Delhi,North
8,Rural,dm_unscreened,45,41.8,48.3,Proportion,"45 (41.8, 48.3)",3361,,NA,Rajasthan,North
8,Rural,dm_undiagnosed,60.1,56.7,63.5,Proportion,"60.1 (56.7, 63.5)",3361,,NA,Rajasthan,North
8,Urban,dm_unscreened,24.6,20.3,28.9,Proportion,"24.6 (20.3, 28.9)",1322,,NA,Rajasthan,North
8,Urban,dm_undiagnosed,38.8,33.5,44.1,Proportion,"38.8 (33.5, 44.1)",1322,,NA,Rajasthan,North
9,Rural,dm_unscreened,39.9,38,41.7,Proportion,"39.9 (38, 41.7)",10852,,NA,Uttar Pradesh,Central
9,Rural,dm_undiagnosed,56.9,54.7,59.1,Proportion,"56.9 (54.7, 59.1)",10852,,NA,Uttar Pradesh,Central
9,Urban,dm_unscreened,27.7,25,30.3,Proportion,"27.7 (25, 30.3)",3064,,NA,Uttar Pradesh,Central
9,Urban,dm_undiagnosed,52.3,49,55.6,Proportion,"52.3 (49, 55.6)",3064,,NA,Uttar Pradesh,Central
10,Rural,dm_unscreened,50,48.1,52,Proportion,"50 (48.1, 52)",6497,,NA,Bihar,East
10,Rural,dm_undiagnosed,61.3,59.1,63.5,Proportion,"61.3 (59.1, 63.5)",6497,,NA,Bihar,East
10,Urban,dm_unscreened,30.8,26.5,35,Proportion,"30.8 (26.5, 35)",1222,,NA,Bihar,East
10,Urban,dm_undiagnosed,48.6,43.6,53.5,Proportion,"48.6 (43.6, 53.5)",1222,,NA,Bihar,East
11,Rural,dm_unscreened,25.2,20,30.4,Proportion,"25.2 (20, 30.4)",483,,NA,Sikkim,North East
11,Rural,dm_undiagnosed,53,47.4,58.6,Proportion,"53 (47.4, 58.6)",483,,NA,Sikkim,North East
11,Urban,dm_unscreened,16.3,9.1,23.5,Proportion,"16.3 (9.1, 23.5)",115,,NA,Sikkim,North East
11,Urban,dm_undiagnosed,34.5,22.6,46.3,Proportion,"34.5 (22.6, 46.3)",115,,NA,Sikkim,North East
12,Rural,dm_unscreened,41.1,36.4,45.9,Proportion,"41.1 (36.4, 45.9)",2317,,NA,Arunachal Pradesh,North East
12,Rural,dm_undiagnosed,58.5,52.8,64.3,Proportion,"58.5 (52.8, 64.3)",2317,,NA,Arunachal Pradesh,North East
12,Urban,dm_unscreened,23.8,18.1,29.5,Proportion,"23.8 (18.1, 29.5)",817,,NA,Arunachal Pradesh,North East
12,Urban,dm_undiagnosed,42.3,34.7,49.9,Proportion,"42.3 (34.7, 49.9)",817,,NA,Arunachal Pradesh,North East
13,Rural,dm_unscreened,58.4,52.3,64.5,Proportion,"58.4 (52.3, 64.5)",981,,NA,Nagaland,North East
13,Rural,dm_undiagnosed,74.7,69.2,80.2,Proportion,"74.7 (69.2, 80.2)",981,,NA,Nagaland,North East
13,Urban,dm_unscreened,34.5,25.9,43,Proportion,"34.5 (25.9, 43)",469,,NA,Nagaland,North East
13,Urban,dm_undiagnosed,52.4,42.5,62.3,Proportion,"52.4 (42.5, 62.3)",469,,NA,Nagaland,North East
14,Rural,dm_unscreened,36.8,33,40.5,Proportion,"36.8 (33, 40.5)",1197,,NA,Manipur,North East
14,Rural,dm_undiagnosed,57.3,53.7,61,Proportion,"57.3 (53.7, 61)",1197,,NA,Manipur,North East
14,Urban,dm_unscreened,21.9,17.8,25.9,Proportion,"21.9 (17.8, 25.9)",658,,NA,Manipur,North East
14,Urban,dm_undiagnosed,46.1,41.7,50.5,Proportion,"46.1 (41.7, 50.5)",658,,NA,Manipur,North East
15,Rural,dm_unscreened,42.6,35.2,49.9,Proportion,"42.6 (35.2, 49.9)",721,,NA,Mizoram,North East
15,Rural,dm_undiagnosed,59.9,52.6,67.2,Proportion,"59.9 (52.6, 67.2)",721,,NA,Mizoram,North East
15,Urban,dm_unscreened,18.6,14.9,22.4,Proportion,"18.6 (14.9, 22.4)",748,,NA,Mizoram,North East
15,Urban,dm_undiagnosed,42.3,37.2,47.5,Proportion,"42.3 (37.2, 47.5)",748,,NA,Mizoram,North East
16,Rural,dm_unscreened,45.4,41.6,49.3,Proportion,"45.4 (41.6, 49.3)",1380,,NA,Tripura,North East
16,Rural,dm_undiagnosed,68.6,65.4,71.9,Proportion,"68.6 (65.4, 71.9)",1380,,NA,Tripura,North East
16,Urban,dm_unscreened,32.7,26.5,38.9,Proportion,"32.7 (26.5, 38.9)",480,,NA,Tripura,North East
16,Urban,dm_undiagnosed,57,49.9,64.1,Proportion,"57 (49.9, 64.1)",480,,NA,Tripura,North East
17,Rural,dm_unscreened,66.9,61.5,72.2,Proportion,"66.9 (61.5, 72.2)",1016,,NA,Meghalaya,North East
17,Rural,dm_undiagnosed,74.4,69.1,79.7,Proportion,"74.4 (69.1, 79.7)",1016,,NA,Meghalaya,North East
17,Urban,dm_unscreened,39.3,29.9,48.7,Proportion,"39.3 (29.9, 48.7)",224,,NA,Meghalaya,North East
17,Urban,dm_undiagnosed,57.4,46.9,67.9,Proportion,"57.4 (46.9, 67.9)",224,,NA,Meghalaya,North East
18,Rural,dm_unscreened,39,36.5,41.5,Proportion,"39 (36.5, 41.5)",4553,,NA,Assam,North East
18,Rural,dm_undiagnosed,61.7,59.4,63.9,Proportion,"61.7 (59.4, 63.9)",4553,,NA,Assam,North East
18,Urban,dm_unscreened,23.5,19.4,27.6,Proportion,"23.5 (19.4, 27.6)",1149,,NA,Assam,North East
18,Urban,dm_undiagnosed,50.9,46.6,55.1,Proportion,"50.9 (46.6, 55.1)",1149,,NA,Assam,North East
19,Rural,dm_unscreened,52.6,50,55.3,Proportion,"52.6 (50, 55.3)",3224,,NA,West Bengal,East
19,Rural,dm_undiagnosed,73.4,71.1,75.7,Proportion,"73.4 (71.1, 75.7)",3224,,NA,West Bengal,East
19,Urban,dm_unscreened,37.3,33.1,41.5,Proportion,"37.3 (33.1, 41.5)",1813,,NA,West Bengal,East
19,Urban,dm_undiagnosed,62.8,59.4,66.1,Proportion,"62.8 (59.4, 66.1)",1813,,NA,West Bengal,East
20,Rural,dm_unscreened,49.3,45.5,53.1,Proportion,"49.3 (45.5, 53.1)",3376,,NA,Jharkhand,East
20,Rural,dm_undiagnosed,62.4,58.1,66.8,Proportion,"62.4 (58.1, 66.8)",3376,,NA,Jharkhand,East
20,Urban,dm_unscreened,24.6,20.6,28.5,Proportion,"24.6 (20.6, 28.5)",1447,,NA,Jharkhand,East
20,Urban,dm_undiagnosed,46.7,41.6,51.7,Proportion,"46.7 (41.6, 51.7)",1447,,NA,Jharkhand,East
21,Rural,dm_unscreened,52.2,49.8,54.5,Proportion,"52.2 (49.8, 54.5)",5163,,NA,Odisha,East
21,Rural,dm_undiagnosed,65.2,62.7,67.7,Proportion,"65.2 (62.7, 67.7)",5163,,NA,Odisha,East
21,Urban,dm_unscreened,29.4,25.5,33.3,Proportion,"29.4 (25.5, 33.3)",1251,,NA,Odisha,East
21,Urban,dm_undiagnosed,48.4,44.1,52.7,Proportion,"48.4 (44.1, 52.7)",1251,,NA,Odisha,East
22,Rural,dm_unscreened,39.3,35.5,43.1,Proportion,"39.3 (35.5, 43.1)",2821,,NA,Chhattisgarh,Central
22,Rural,dm_undiagnosed,61,57,65,Proportion,"61 (57, 65)",2821,,NA,Chhattisgarh,Central
22,Urban,dm_unscreened,21.7,17.3,26.1,Proportion,"21.7 (17.3, 26.1)",1110,,NA,Chhattisgarh,Central
22,Urban,dm_undiagnosed,44.8,38.8,50.7,Proportion,"44.8 (38.8, 50.7)",1110,,NA,Chhattisgarh,Central
23,Rural,dm_unscreened,57.3,55,59.6,Proportion,"57.3 (55, 59.6)",4752,,NA,Madhya Pradesh,Central
23,Rural,dm_undiagnosed,72.1,70.2,74.1,Proportion,"72.1 (70.2, 74.1)",4752,,NA,Madhya Pradesh,Central
23,Urban,dm_unscreened,33.6,30.2,37,Proportion,"33.6 (30.2, 37)",1839,,NA,Madhya Pradesh,Central
23,Urban,dm_undiagnosed,53,49.4,56.6,Proportion,"53 (49.4, 56.6)",1839,,NA,Madhya Pradesh,Central
24,Rural,dm_unscreened,56.6,54.3,58.9,Proportion,"56.6 (54.3, 58.9)",4808,,NA,Gujarat,West
24,Rural,dm_undiagnosed,74,72.1,75.9,Proportion,"74 (72.1, 75.9)",4808,,NA,Gujarat,West
24,Urban,dm_unscreened,33.8,30.2,37.5,Proportion,"33.8 (30.2, 37.5)",2763,,NA,Gujarat,West
24,Urban,dm_undiagnosed,58,55,60.9,Proportion,"58 (55, 60.9)",2763,,NA,Gujarat,West
25,Rural,dm_unscreened,55.6,46.1,65,Proportion,"55.6 (46.1, 65)",264,,NA,Dadra & Nagar Haveli And Daman & Diu,West
25,Rural,dm_undiagnosed,77.3,70.2,84.3,Proportion,"77.3 (70.2, 84.3)",264,,NA,Dadra & Nagar Haveli And Daman & Diu,West
