REGCODE,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state,v024,REGNAME
1,dm_screened,89,80.7,97.2,Proportion,"89 (80.7, 97.2)",169,,NA,Jammu & Kashmir,1,Kupwara
1,dm_diagnosed,76.1,63,89.1,Proportion,"76.1 (63, 89.1)",169,,NA,Jammu & Kashmir,1,Kupwara
2,dm_screened,80.3,65.5,95.1,Proportion,"80.3 (65.5, 95.1)",186,,NA,Jammu & Kashmir,1,Badgam
2,dm_diagnosed,65.7,48.6,82.7,Proportion,"65.7 (48.6, 82.7)",186,,NA,Jammu & Kashmir,1,Badgam
3,dm_screened,88.3,78.4,98.2,Proportion,"88.3 (78.4, 98.2)",87,,NA,Ladakh,37,Leh
3,dm_diagnosed,78.9,67,90.8,Proportion,"78.9 (67, 90.8)",87,,NA,Ladakh,37,Leh
4,dm_screened,91.1,83.9,98.3,Proportion,"91.1 (83.9, 98.3)",374,,NA,Ladakh,37,Kargil
4,dm_diagnosed,86.6,77.5,95.8,Proportion,"86.6 (77.5, 95.8)",374,,NA,Ladakh,37,Kargil
5,dm_screened,95.7,92.2,99.2,Proportion,"95.7 (92.2, 99.2)",181,,NA,Jammu & Kashmir,1,Punch
5,dm_diagnosed,73.1,64.3,81.9,Proportion,"73.1 (64.3, 81.9)",181,,NA,Jammu & Kashmir,1,Punch
6,dm_screened,63,43.2,82.7,Proportion,"63 (43.2, 82.7)",133,,NA,Jammu & Kashmir,1,Rajouri
6,dm_diagnosed,45.3,28.4,62.3,Proportion,"45.3 (28.4, 62.3)",133,,NA,Jammu & Kashmir,1,Rajouri
7,dm_screened,84.2,77,91.4,Proportion,"84.2 (77, 91.4)",137,,NA,Jammu & Kashmir,1,Kathua
7,dm_diagnosed,33.1,21.2,45,Proportion,"33.1 (21.2, 45)",137,,NA,Jammu & Kashmir,1,Kathua
8,dm_screened,81,73.4,88.6,Proportion,"81 (73.4, 88.6)",192,,NA,Jammu & Kashmir,1,Baramula
8,dm_diagnosed,54.3,43.4,65.3,Proportion,"54.3 (43.4, 65.3)",192,,NA,Jammu & Kashmir,1,Baramula
9,dm_screened,81.3,70.6,92,Proportion,"81.3 (70.6, 92)",240,,NA,Jammu & Kashmir,1,Bandipore
9,dm_diagnosed,61.4,44.7,78,Proportion,"61.4 (44.7, 78)",240,,NA,Jammu & Kashmir,1,Bandipore
10,dm_screened,85.3,79.2,91.4,Proportion,"85.3 (79.2, 91.4)",141,,NA,Jammu & Kashmir,1,Srinagar
10,dm_diagnosed,79.5,72.8,86.3,Proportion,"79.5 (72.8, 86.3)",141,,NA,Jammu & Kashmir,1,Srinagar
11,dm_screened,88.6,84.1,93.1,Proportion,"88.6 (84.1, 93.1)",192,,NA,Jammu & Kashmir,1,Ganderbal
11,dm_diagnosed,69.4,61.2,77.7,Proportion,"69.4 (61.2, 77.7)",192,,NA,Jammu & Kashmir,1,Ganderbal
12,dm_screened,94.9,91.3,98.4,Proportion,"94.9 (91.3, 98.4)",163,,NA,Jammu & Kashmir,1,Pulwama
12,dm_diagnosed,79.2,71.4,87.1,Proportion,"79.2 (71.4, 87.1)",163,,NA,Jammu & Kashmir,1,Pulwama
13,dm_screened,97.4,94.5,100.4,Proportion,"97.4 (94.5, 100.4)",143,,NA,Jammu & Kashmir,1,Shupiyan
13,dm_diagnosed,86.5,78.1,94.8,Proportion,"86.5 (78.1, 94.8)",143,,NA,Jammu & Kashmir,1,Shupiyan
14,dm_screened,73.8,57.5,90.1,Proportion,"73.8 (57.5, 90.1)",178,,NA,Jammu & Kashmir,1,Anantnag
14,dm_diagnosed,51.4,33.5,69.4,Proportion,"51.4 (33.5, 69.4)",178,,NA,Jammu & Kashmir,1,Anantnag
15,dm_screened,77.7,65.6,89.8,Proportion,"77.7 (65.6, 89.8)",85,,NA,Jammu & Kashmir,1,Kulgam
15,dm_diagnosed,63,49.8,76.2,Proportion,"63 (49.8, 76.2)",85,,NA,Jammu & Kashmir,1,Kulgam
16,dm_screened,65.9,55,76.8,Proportion,"65.9 (55, 76.8)",151,,NA,Jammu & Kashmir,1,Doda
16,dm_diagnosed,38.8,28.7,48.9,Proportion,"38.8 (28.7, 48.9)",151,,NA,Jammu & Kashmir,1,Doda
17,dm_screened,88,77,99,Proportion,"88 (77, 99)",162,,NA,Jammu & Kashmir,1,Ramban
17,dm_diagnosed,78.2,62.8,93.6,Proportion,"78.2 (62.8, 93.6)",162,,NA,Jammu & Kashmir,1,Ramban
18,dm_screened,90.3,83.1,97.5,Proportion,"90.3 (83.1, 97.5)",147,,NA,Jammu & Kashmir,1,Kishtwar
18,dm_diagnosed,87,79.4,94.5,Proportion,"87 (79.4, 94.5)",147,,NA,Jammu & Kashmir,1,Kishtwar
19,dm_screened,82,74.6,89.5,Proportion,"82 (74.6, 89.5)",155,,NA,Jammu & Kashmir,1,Udhampur
19,dm_diagnosed,71,60.9,81,Proportion,"71 (60.9, 81)",155,,NA,Jammu & Kashmir,1,Udhampur
20,dm_screened,93,86.8,99.3,Proportion,"93 (86.8, 99.3)",100,,NA,Jammu & Kashmir,1,Reasi
20,dm_diagnosed,66.5,49.9,83,Proportion,"66.5 (49.9, 83)",100,,NA,Jammu & Kashmir,1,Reasi
21,dm_screened,79.2,66.7,91.8,Proportion,"79.2 (66.7, 91.8)",184,,NA,Jammu & Kashmir,1,Jammu
21,dm_diagnosed,62.2,47.3,77.1,Proportion,"62.2 (47.3, 77.1)",184,,NA,Jammu & Kashmir,1,Jammu
22,dm_screened,70.9,57.8,84,Proportion,"70.9 (57.8, 84)",196,,NA,Jammu & Kashmir,1,Samba
22,dm_diagnosed,54.6,40.3,69,Proportion,"54.6 (40.3, 69)",196,,NA,Jammu & Kashmir,1,Samba
23,dm_screened,75,66,84,Proportion,"75 (66, 84)",166,,NA,Himachal Pradesh,2,Chamba
23,dm_diagnosed,42.8,31.6,54,Proportion,"42.8 (31.6, 54)",166,,NA,Himachal Pradesh,2,Chamba
24,dm_screened,78.8,71.9,85.7,Proportion,"78.8 (71.9, 85.7)",263,,NA,Himachal Pradesh,2,Kangra
24,dm_diagnosed,50.9,44.4,57.5,Proportion,"50.9 (44.4, 57.5)",263,,NA,Himachal Pradesh,2,Kangra
25,dm_screened,63,49,77,Proportion,"63 (49, 77)",75,,NA,Himachal Pradesh,2,Lahul & Spiti
25,dm_diagnosed,36.7,21.5,51.9,Proportion,"36.7 (21.5, 51.9)",75,,NA,Himachal Pradesh,2,Lahul & Spiti
26,dm_screened,83.8,74.9,92.6,Proportion,"83.8 (74.9, 92.6)",201,,NA,Himachal Pradesh,2,Kullu
26,dm_diagnosed,69.1,54.7,83.5,Proportion,"69.1 (54.7, 83.5)",201,,NA,Himachal Pradesh,2,Kullu
27,dm_screened,81,73.6,88.3,Proportion,"81 (73.6, 88.3)",181,,NA,Himachal Pradesh,2,Mandi
27,dm_diagnosed,48.5,39.6,57.5,Proportion,"48.5 (39.6, 57.5)",181,,NA,Himachal Pradesh,2,Mandi
28,dm_screened,82,77.2,86.8,Proportion,"82 (77.2, 86.8)",296,,NA,Himachal Pradesh,2,Hamirpur
28,dm_diagnosed,51.9,45.2,58.7,Proportion,"51.9 (45.2, 58.7)",296,,NA,Himachal Pradesh,2,Hamirpur
29,dm_screened,73.7,68.2,79.3,Proportion,"73.7 (68.2, 79.3)",330,,NA,Himachal Pradesh,2,Una
29,dm_diagnosed,49.6,43.1,56.1,Proportion,"49.6 (43.1, 56.1)",330,,NA,Himachal Pradesh,2,Una
30,dm_screened,66.9,59.1,74.8,Proportion,"66.9 (59.1, 74.8)",264,,NA,Himachal Pradesh,2,Bilaspur
30,dm_diagnosed,34.6,28,41.2,Proportion,"34.6 (28, 41.2)",264,,NA,Himachal Pradesh,2,Bilaspur
31,dm_screened,76.1,69,83.1,Proportion,"76.1 (69, 83.1)",143,,NA,Himachal Pradesh,2,Solan
31,dm_diagnosed,49.5,41,58.1,Proportion,"49.5 (41, 58.1)",143,,NA,Himachal Pradesh,2,Solan
32,dm_screened,89,84,93.9,Proportion,"89 (84, 93.9)",192,,NA,Himachal Pradesh,2,Sirmaur
32,dm_diagnosed,62.6,50.7,74.6,Proportion,"62.6 (50.7, 74.6)",192,,NA,Himachal Pradesh,2,Sirmaur
33,dm_screened,89.8,83.5,96.1,Proportion,"89.8 (83.5, 96.1)",147,,NA,Himachal Pradesh,2,Shimla
33,dm_diagnosed,48.5,33.8,63.1,Proportion,"48.5 (33.8, 63.1)",147,,NA,Himachal Pradesh,2,Shimla
34,dm_screened,88.8,82.3,95.3,Proportion,"88.8 (82.3, 95.3)",100,,NA,Himachal Pradesh,2,Kinnaur
34,dm_diagnosed,60.5,51.6,69.3,Proportion,"60.5 (51.6, 69.3)",100,,NA,Himachal Pradesh,2,Kinnaur
36,dm_screened,88.1,83.7,92.5,Proportion,"88.1 (83.7, 92.5)",255,,NA,Punjab,3,Kapurthala
36,dm_diagnosed,54.7,48.3,61.2,Proportion,"54.7 (48.3, 61.2)",255,,NA,Punjab,3,Kapurthala
37,dm_screened,82.7,76.2,89.1,Proportion,"82.7 (76.2, 89.1)",226,,NA,Punjab,3,Jalandhar
37,dm_diagnosed,49.3,41.8,56.7,Proportion,"49.3 (41.8, 56.7)",226,,NA,Punjab,3,Jalandhar
38,dm_screened,83.1,77.1,89.1,Proportion,"83.1 (77.1, 89.1)",205,,NA,Punjab,3,Hoshiarpur
38,dm_diagnosed,47.5,39,56,Proportion,"47.5 (39, 56)",205,,NA,Punjab,3,Hoshiarpur
39,dm_screened,85.2,78.3,92.1,Proportion,"85.2 (78.3, 92.1)",236,,NA,Punjab,3,Shahid Bhagat Singh Nagar
39,dm_diagnosed,44.2,34.9,53.5,Proportion,"44.2 (34.9, 53.5)",236,,NA,Punjab,3,Shahid Bhagat Singh Nagar
40,dm_screened,87.6,83.4,91.7,Proportion,"87.6 (83.4, 91.7)",227,,NA,Punjab,3,Fatehgarh Sahib
40,dm_diagnosed,57.5,50.2,64.9,Proportion,"57.5 (50.2, 64.9)",227,,NA,Punjab,3,Fatehgarh Sahib
41,dm_screened,90.1,84.6,95.6,Proportion,"90.1 (84.6, 95.6)",184,,NA,Punjab,3,Ludhiana
41,dm_diagnosed,58.2,49.8,66.6,Proportion,"58.2 (49.8, 66.6)",184,,NA,Punjab,3,Ludhiana
42,dm_screened,75,67.1,82.9,Proportion,"75 (67.1, 82.9)",242,,NA,Punjab,3,Moga
42,dm_diagnosed,47.5,41,54,Proportion,"47.5 (41, 54)",242,,NA,Punjab,3,Moga
44,dm_screened,72,64.9,79,Proportion,"72 (64.9, 79)",213,,NA,Punjab,3,Muktsar
44,dm_diagnosed,48.5,39.4,57.5,Proportion,"48.5 (39.4, 57.5)",213,,NA,Punjab,3,Muktsar
45,dm_screened,77.4,70.1,84.7,Proportion,"77.4 (70.1, 84.7)",292,,NA,Punjab,3,Faridkot
45,dm_diagnosed,57.3,48.2,66.4,Proportion,"57.3 (48.2, 66.4)",292,,NA,Punjab,3,Faridkot
46,dm_screened,74.1,66,82.2,Proportion,"74.1 (66, 82.2)",229,,NA,Punjab,3,Bathinda
46,dm_diagnosed,56,47.5,64.4,Proportion,"56 (47.5, 64.4)",229,,NA,Punjab,3,Bathinda
47,dm_screened,61,50.9,71,Proportion,"61 (50.9, 71)",190,,NA,Punjab,3,Mansa
47,dm_diagnosed,45.5,36.1,55,Proportion,"45.5 (36.1, 55)",190,,NA,Punjab,3,Mansa
48,dm_screened,88.4,83.6,93.2,Proportion,"88.4 (83.6, 93.2)",209,,NA,Punjab,3,Patiala
