residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata
Rural,dm_screened,63.4,62.8,64.1,Proportion,"63.4 (62.8, 64.1)",97996,,NA
Rural,dm_diagnosed,43,42.2,43.7,Proportion,"43 (42.2, 43.7)",97996,,NA
Urban,dm_screened,79.4,78.6,80.3,Proportion,"79.4 (78.6, 80.3)",47103,,NA
Urban,dm_diagnosed,55.3,54.3,56.2,Proportion,"55.3 (54.3, 56.2)",47103,,NA
Rural,dm_screened,65.1,64.3,65.9,Proportion,"65.1 (64.3, 65.9)",48902,sex,Female
Rural,dm_diagnosed,44.7,43.9,45.6,Proportion,"44.7 (43.9, 45.6)",48902,sex,Female
Rural,dm_screened,61.8,61,62.5,Proportion,"61.8 (61, 62.5)",49094,sex,Male
Rural,dm_diagnosed,41.2,40.4,42,Proportion,"41.2 (40.4, 42)",49094,sex,Male
Urban,dm_screened,81,80.1,81.9,Proportion,"81 (80.1, 81.9)",24202,sex,Female
Urban,dm_diagnosed,57.3,56.2,58.4,Proportion,"57.3 (56.2, 58.4)",24202,sex,Female
Urban,dm_screened,77.8,76.8,78.8,Proportion,"77.8 (76.8, 78.8)",22901,sex,Male
Urban,dm_diagnosed,53,51.9,54.2,Proportion,"53 (51.9, 54.2)",22901,sex,Male
Rural,dm_screened,53.3,52,54.5,Proportion,"53.3 (52, 54.5)",19622,age_category,18-39
Rural,dm_diagnosed,35.6,34.3,37,Proportion,"35.6 (34.3, 37)",19622,age_category,18-39
Rural,dm_screened,64.6,63.9,65.3,Proportion,"64.6 (63.9, 65.3)",55329,age_category,40-64
Rural,dm_diagnosed,43.5,42.7,44.2,Proportion,"43.5 (42.7, 44.2)",55329,age_category,40-64
Rural,dm_screened,69.2,68.3,70.1,Proportion,"69.2 (68.3, 70.1)",23045,age_category,65 plus
Rural,dm_diagnosed,47.9,46.9,48.9,Proportion,"47.9 (46.9, 48.9)",23045,age_category,65 plus
