residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata
Rural,dm_screened,38,37.5,38.5,Proportion,"38 (37.5, 38.5)",506650,,NA
Rural,dm_disease,9.8,9.7,10,Proportion,"9.8 (9.7, 10)",506650,,NA
Rural,dm_diagnosed,7.1,6.9,7.2,Proportion,"7.1 (6.9, 7.2)",506650,,NA
Rural,dm_treated,5.1,4.9,5.2,Proportion,"5.1 (4.9, 5.2)",506650,,NA
Rural,dm_controlled,2.9,2.8,3,Proportion,"2.9 (2.8, 3)",506650,,NA
Urban,dm_screened,59.6,58.7,60.6,Proportion,"59.6 (58.7, 60.6)",161449,,NA
Urban,dm_disease,16.9,16.5,17.4,Proportion,"16.9 (16.5, 17.4)",161449,,NA
Urban,dm_diagnosed,13.6,13.2,14,Proportion,"13.6 (13.2, 14)",161449,,NA
Urban,dm_treated,11.3,11,11.7,Proportion,"11.3 (11, 11.7)",161449,,NA
Urban,dm_controlled,6.6,6.4,6.9,Proportion,"6.6 (6.4, 6.9)",161449,,NA
Rural,dm_screened,38.3,37.8,38.9,Proportion,"38.3 (37.8, 38.9)",261061,sex,Female
Rural,dm_disease,9.7,9.5,9.9,Proportion,"9.7 (9.5, 9.9)",261061,sex,Female
Rural,dm_diagnosed,7,6.8,7.2,Proportion,"7 (6.8, 7.2)",261061,sex,Female
Rural,dm_treated,5.1,4.9,5.2,Proportion,"5.1 (4.9, 5.2)",261061,sex,Female
Rural,dm_controlled,2.8,2.7,2.9,Proportion,"2.8 (2.7, 2.9)",261061,sex,Female
Rural,dm_screened,37.5,37,38.1,Proportion,"37.5 (37, 38.1)",245589,sex,Male
Rural,dm_disease,10,9.8,10.2,Proportion,"10 (9.8, 10.2)",245589,sex,Male
Rural,dm_diagnosed,7.1,6.9,7.3,Proportion,"7.1 (6.9, 7.3)",245589,sex,Male
Rural,dm_treated,5.1,4.9,5.2,Proportion,"5.1 (4.9, 5.2)",245589,sex,Male
Rural,dm_controlled,2.9,2.8,3,Proportion,"2.9 (2.8, 3)",245589,sex,Male
Urban,dm_screened,60.7,59.7,61.7,Proportion,"60.7 (59.7, 61.7)",84097,sex,Female
Urban,dm_disease,17,16.6,17.5,Proportion,"17 (16.6, 17.5)",84097,sex,Female
Urban,dm_diagnosed,13.8,13.3,14.2,Proportion,"13.8 (13.3, 14.2)",84097,sex,Female
Urban,dm_treated,11.6,11.3,12,Proportion,"11.6 (11.3, 12)",84097,sex,Female
Urban,dm_controlled,6.8,6.5,7,Proportion,"6.8 (6.5, 7)",84097,sex,Female
Urban,dm_screened,58.4,57.4,59.4,Proportion,"58.4 (57.4, 59.4)",77352,sex,Male
Urban,dm_disease,16.9,16.4,17.3,Proportion,"16.9 (16.4, 17.3)",77352,sex,Male
Urban,dm_diagnosed,13.4,13,13.9,Proportion,"13.4 (13, 13.9)",77352,sex,Male
Urban,dm_treated,11,10.6,11.4,Proportion,"11 (10.6, 11.4)",77352,sex,Male
Urban,dm_controlled,6.4,6.1,6.7,Proportion,"6.4 (6.1, 6.7)",77352,sex,Male
