residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata
Rural,dm_diagnosed,69.5,68.7,70.2,Proportion,"69.5 (68.7, 70.2)",50058,,NA
Rural,dm_treated,44,43.1,44.9,Proportion,"44 (43.1, 44.9)",50058,,NA
Rural,dm_controlled,24.4,23.8,25,Proportion,"24.4 (23.8, 25)",50058,,NA
Urban,dm_diagnosed,76,75.1,76.9,Proportion,"76 (75.1, 76.9)",28853,,NA
Urban,dm_treated,58.2,56.9,59.4,Proportion,"58.2 (56.9, 59.4)",28853,,NA
Urban,dm_controlled,32.7,31.7,33.7,Proportion,"32.7 (31.7, 33.7)",28853,,NA
Rural,dm_diagnosed,71.2,70.2,72.1,Proportion,"71.2 (70.2, 72.1)",26038,sex,Female
Rural,dm_treated,44.6,43.5,45.6,Proportion,"44.6 (43.5, 45.6)",26038,sex,Female
Rural,dm_controlled,24.4,23.6,25.2,Proportion,"24.4 (23.6, 25.2)",26038,sex,Female
Rural,dm_diagnosed,67.6,66.7,68.6,Proportion,"67.6 (66.7, 68.6)",24020,sex,Male
Rural,dm_treated,43.4,42.4,44.4,Proportion,"43.4 (42.4, 44.4)",24020,sex,Male
Rural,dm_controlled,24.4,23.5,25.2,Proportion,"24.4 (23.5, 25.2)",24020,sex,Male
Urban,dm_diagnosed,77.7,76.6,78.8,Proportion,"77.7 (76.6, 78.8)",15291,sex,Female
Urban,dm_treated,59.8,58.3,61.3,Proportion,"59.8 (58.3, 61.3)",15291,sex,Female
Urban,dm_controlled,33.4,32.1,34.6,Proportion,"33.4 (32.1, 34.6)",15291,sex,Female
Urban,dm_diagnosed,74.1,72.9,75.3,Proportion,"74.1 (72.9, 75.3)",13562,sex,Male
Urban,dm_treated,56.2,54.8,57.7,Proportion,"56.2 (54.8, 57.7)",13562,sex,Male
Urban,dm_controlled,31.9,30.6,33.2,Proportion,"31.9 (30.6, 33.2)",13562,sex,Male
