residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata
Rural,dm_treated,40.5,38.9,42,Proportion,"40.5 (38.9, 42)",26256,,NA
Rural,dm_untreated,59.5,58,61.1,Proportion,"59.5 (58, 61.1)",26256,,NA
Urban,dm_treated,56.8,54.2,59.5,Proportion,"56.8 (54.2, 59.5)",15177,,NA
Urban,dm_untreated,43.2,40.5,45.8,Proportion,"43.2 (40.5, 45.8)",15177,,NA
Rural,dm_treated,37.9,36.1,39.7,Proportion,"37.9 (36.1, 39.7)",13956,sex,Female
Rural,dm_untreated,62.1,60.3,63.9,Proportion,"62.1 (60.3, 63.9)",13956,sex,Female
Rural,dm_treated,43.7,41.8,45.6,Proportion,"43.7 (41.8, 45.6)",12300,sex,Male
Rural,dm_untreated,56.3,54.4,58.2,Proportion,"56.3 (54.4, 58.2)",12300,sex,Male
Urban,dm_treated,55.9,52.8,58.9,Proportion,"55.9 (52.8, 58.9)",8132,sex,Female
Urban,dm_untreated,44.1,41.1,47.2,Proportion,"44.1 (41.1, 47.2)",8132,sex,Female
Urban,dm_treated,58.1,55.2,61,Proportion,"58.1 (55.2, 61)",7045,sex,Male
Urban,dm_untreated,41.9,39,44.8,Proportion,"41.9 (39, 44.8)",7045,sex,Male
Rural,dm_treated,26.3,24.4,28.2,Proportion,"26.3 (24.4, 28.2)",5881,age_category,18-39
Rural,dm_untreated,73.7,71.8,75.6,Proportion,"73.7 (71.8, 75.6)",5881,age_category,18-39
Rural,dm_treated,55.1,53.4,56.8,Proportion,"55.1 (53.4, 56.8)",13725,age_category,40-64
Rural,dm_untreated,44.9,43.2,46.6,Proportion,"44.9 (43.2, 46.6)",13725,age_category,40-64
Rural,dm_treated,63.9,62,65.8,Proportion,"63.9 (62, 65.8)",6650,age_category,65 plus
Rural,dm_untreated,36.1,34.2,38,Proportion,"36.1 (34.2, 38)",6650,age_category,65 plus
Urban,dm_treated,37.7,33.9,41.6,Proportion,"37.7 (33.9, 41.6)",2683,age_category,18-39
Urban,dm_untreated,62.3,58.4,66.1,Proportion,"62.3 (58.4, 66.1)",2683,age_category,18-39
Urban,dm_treated,70.2,68.1,72.4,Proportion,"70.2 (68.1, 72.4)",8360,age_category,40-64
Urban,dm_untreated,29.8,27.6,31.9,Proportion,"29.8 (27.6, 31.9)",8360,age_category,40-64
Urban,dm_treated,80,78,82,Proportion,"80 (78, 82)",4134,age_category,65 plus
Urban,dm_untreated,20,18,22,Proportion,"20 (18, 22)",4134,age_category,65 plus
Rural,dm_treated,28.2,25.1,31.3,Proportion,"28.2 (25.1, 31.3)",2420,education,Higher
Rural,dm_untreated,71.8,68.7,74.9,Proportion,"71.8 (68.7, 74.9)",2420,education,Higher
Rural,dm_treated,47.8,45.8,49.9,Proportion,"47.8 (45.8, 49.9)",9268,education,No education
Rural,dm_untreated,52.2,50.1,54.2,Proportion,"52.2 (50.1, 54.2)",9268,education,No education
Rural,dm_treated,47.2,44.5,49.9,Proportion,"47.2 (44.5, 49.9)",4604,education,Primary
Rural,dm_untreated,52.8,50.1,55.5,Proportion,"52.8 (50.1, 55.5)",4604,education,Primary
Rural,dm_treated,38.6,36.6,40.5,Proportion,"38.6 (36.6, 40.5)",9964,education,Secondary
Rural,dm_untreated,61.4,59.5,63.4,Proportion,"61.4 (59.5, 63.4)",9964,education,Secondary
Urban,dm_treated,49.5,45.4,53.6,Proportion,"49.5 (45.4, 53.6)",3260,education,Higher
Urban,dm_untreated,50.5,46.4,54.6,Proportion,"50.5 (46.4, 54.6)",3260,education,Higher
Urban,dm_treated,62.9,59.4,66.3,Proportion,"62.9 (59.4, 66.3)",2746,education,No education
Urban,dm_untreated,37.1,33.7,40.6,Proportion,"37.1 (33.7, 40.6)",2746,education,No education
Urban,dm_treated,65.2,61.2,69.2,Proportion,"65.2 (61.2, 69.2)",2238,education,Primary
Urban,dm_untreated,34.8,30.8,38.8,Proportion,"34.8 (30.8, 38.8)",2238,education,Primary
Urban,dm_treated,57.4,54.3,60.5,Proportion,"57.4 (54.3, 60.5)",6933,education,Secondary
Urban,dm_untreated,42.6,39.5,45.7,Proportion,"42.6 (39.5, 45.7)",6933,education,Secondary
Rural,dm_treated,43.7,41.2,46.1,Proportion,"43.7 (41.2, 46.1)",7612,caste,General
Rural,dm_untreated,56.3,53.9,58.8,Proportion,"56.3 (53.9, 58.8)",7612,caste,General
Rural,dm_treated,39.2,36.9,41.5,Proportion,"39.2 (36.9, 41.5)",10637,caste,OBC
Rural,dm_untreated,60.8,58.5,63.1,Proportion,"60.8 (58.5, 63.1)",10637,caste,OBC
Rural,dm_treated,38.1,35.6,40.7,Proportion,"38.1 (35.6, 40.7)",4709,caste,Schedule Caste
Rural,dm_untreated,61.9,59.3,64.4,Proportion,"61.9 (59.3, 64.4)",4709,caste,Schedule Caste
Rural,dm_treated,42.4,38.5,46.3,Proportion,"42.4 (38.5, 46.3)",3298,caste,Schedule Tribe
Rural,dm_untreated,57.6,53.7,61.5,Proportion,"57.6 (53.7, 61.5)",3298,caste,Schedule Tribe
Urban,dm_treated,60.1,56.8,63.3,Proportion,"60.1 (56.8, 63.3)",5405,caste,General
Urban,dm_untreated,39.9,36.7,43.2,Proportion,"39.9 (36.7, 43.2)",5405,caste,General
Urban,dm_treated,54.6,50.7,58.4,Proportion,"54.6 (50.7, 58.4)",6312,caste,OBC
Urban,dm_untreated,45.4,41.6,49.3,Proportion,"45.4 (41.6, 49.3)",6312,caste,OBC
Urban,dm_treated,57.2,52.2,62.2,Proportion,"57.2 (52.2, 62.2)",2085,caste,Schedule Caste
Urban,dm_untreated,42.8,37.8,47.8,Proportion,"42.8 (37.8, 47.8)",2085,caste,Schedule Caste
Urban,dm_treated,49.3,41.4,57.2,Proportion,"49.3 (41.4, 57.2)",1375,caste,Schedule Tribe
Urban,dm_untreated,50.7,42.8,58.6,Proportion,"50.7 (42.8, 58.6)",1375,caste,Schedule Tribe
