residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata
Rural,Screened,29.7,29.3,30.1,Proportion,"29.7 (29.3, 30.1)",1244713,,Total
Rural,Diabetes,4.9,4.8,5,Proportion,"4.9 (4.8, 5)",1244713,,Total
Urban,Screened,47.9,47,48.8,Proportion,"47.9 (47, 48.8)",406463,,Total
Urban,Diabetes,9.7,9.4,9.9,Proportion,"9.7 (9.4, 9.9)",406463,,Total
Rural,Screened,30.8,30.3,31.2,Proportion,"30.8 (30.3, 31.2)",655126,sex,Female
Rural,Diabetes,4.3,4.2,4.4,Proportion,"4.3 (4.2, 4.4)",655126,sex,Female
Rural,Screened,28.5,28.1,28.9,Proportion,"28.5 (28.1, 28.9)",589587,sex,Male
Rural,Diabetes,5.6,5.5,5.8,Proportion,"5.6 (5.5, 5.8)",589587,sex,Male
Urban,Screened,49.8,48.9,50.8,Proportion,"49.8 (48.9, 50.8)",212770,sex,Female
Urban,Diabetes,9.1,8.8,9.4,Proportion,"9.1 (8.8, 9.4)",212770,sex,Female
Urban,Screened,46,45.1,46.9,Proportion,"46 (45.1, 46.9)",193693,sex,Male
Urban,Diabetes,10.2,9.9,10.6,Proportion,"10.2 (9.9, 10.6)",193693,sex,Male
Rural,Screened,23.3,22.9,23.7,Proportion,"23.3 (22.9, 23.7)",629169,age_category,18-39
Rural,Diabetes,1.8,1.7,1.8,Proportion,"1.8 (1.7, 1.8)",629169,age_category,18-39
Rural,Screened,35.8,35.3,36.3,Proportion,"35.8 (35.3, 36.3)",480515,age_category,40-64
Rural,Diabetes,7.8,7.6,7.9,Proportion,"7.8 (7.6, 7.9)",480515,age_category,40-64
Rural,Screened,42.5,41.9,43.2,Proportion,"42.5 (41.9, 43.2)",135029,age_category,65 plus
Rural,Diabetes,11.9,11.6,12.3,Proportion,"11.9 (11.6, 12.3)",135029,age_category,65 plus
Urban,Screened,33.6,32.7,34.5,Proportion,"33.6 (32.7, 34.5)",206731,age_category,18-39
Urban,Diabetes,2.4,2.3,2.6,Proportion,"2.4 (2.3, 2.6)",206731,age_category,18-39
Urban,Screened,55.8,54.9,56.8,Proportion,"55.8 (54.9, 56.8)",159739,age_category,40-64
Urban,Diabetes,12.6,12.3,13,Proportion,"12.6 (12.3, 13)",159739,age_category,40-64
Urban,Screened,67.1,65.8,68.4,Proportion,"67.1 (65.8, 68.4)",39993,age_category,65 plus
Urban,Diabetes,22.9,22,23.8,Proportion,"22.9 (22, 23.8)",39993,age_category,65 plus
Rural,Screened,35.8,35,36.5,Proportion,"35.8 (35, 36.5)",126226,education,Higher
Rural,Diabetes,6.3,6,6.6,Proportion,"6.3 (6, 6.6)",126226,education,Higher
Rural,Screened,24.9,24.4,25.3,Proportion,"24.9 (24.4, 25.3)",407626,education,No education
Rural,Diabetes,3.9,3.8,4,Proportion,"3.9 (3.8, 4)",407626,education,No education
Rural,Screened,29.9,29.4,30.4,Proportion,"29.9 (29.4, 30.4)",187169,education,Primary
Rural,Diabetes,5,4.8,5.2,Proportion,"5 (4.8, 5.2)",187169,education,Primary
Rural,Screened,32.2,31.7,32.6,Proportion,"32.2 (31.7, 32.6)",523692,education,Secondary
Rural,Diabetes,5.5,5.3,5.6,Proportion,"5.5 (5.3, 5.6)",523692,education,Secondary
Urban,Screened,53.5,52.4,54.7,Proportion,"53.5 (52.4, 54.7)",99688,education,Higher
Urban,Diabetes,10,9.5,10.5,Proportion,"10 (9.5, 10.5)",99688,education,Higher
Urban,Screened,38.4,37.1,39.6,Proportion,"38.4 (37.1, 39.6)",65735,education,No education
Urban,Diabetes,7.4,7,7.7,Proportion,"7.4 (7, 7.7)",65735,education,No education
Urban,Screened,44.6,43.4,45.8,Proportion,"44.6 (43.4, 45.8)",46570,education,Primary
Urban,Diabetes,9.8,9.4,10.3,Proportion,"9.8 (9.4, 10.3)",46570,education,Primary
Urban,Screened,48.5,47.6,49.5,Proportion,"48.5 (47.6, 49.5)",194470,education,Secondary
Urban,Diabetes,10.1,9.8,10.5,Proportion,"10.1 (9.8, 10.5)",194470,education,Secondary
Rural,Screened,32.1,31.5,32.8,Proportion,"32.1 (31.5, 32.8)",276653,caste,General
Rural,Diabetes,5.7,5.5,5.9,Proportion,"5.7 (5.5, 5.9)",276653,caste,General
Rural,Screened,31.1,30.6,31.7,Proportion,"31.1 (30.6, 31.7)",455380,caste,OBC
Rural,Diabetes,5.3,5.1,5.4,Proportion,"5.3 (5.1, 5.4)",455380,caste,OBC
Rural,Screened,29.3,28.6,30,Proportion,"29.3 (28.6, 30)",242767,caste,Schedule Caste
Rural,Diabetes,4.7,4.5,4.9,Proportion,"4.7 (4.5, 4.9)",242767,caste,Schedule Caste
Rural,Screened,20.5,19.8,21.3,Proportion,"20.5 (19.8, 21.3)",269913,caste,Schedule Tribe
Rural,Diabetes,2.7,2.6,2.9,Proportion,"2.7 (2.6, 2.9)",269913,caste,Schedule Tribe
Urban,Screened,48.3,47.1,49.4,Proportion,"48.3 (47.1, 49.4)",133731,caste,General
Urban,Diabetes,9.2,8.9,9.5,Proportion,"9.2 (8.9, 9.5)",133731,caste,General
Urban,Screened,50.3,49.2,51.4,Proportion,"50.3 (49.2, 51.4)",159119,caste,OBC
Urban,Diabetes,10.6,10.2,11,Proportion,"10.6 (10.2, 11)",159119,caste,OBC
Urban,Screened,44.1,42.7,45.6,Proportion,"44.1 (42.7, 45.6)",71992,caste,Schedule Caste
Urban,Diabetes,8.8,8.2,9.4,Proportion,"8.8 (8.2, 9.4)",71992,caste,Schedule Caste
Urban,Screened,38.8,36.3,41.3,Proportion,"38.8 (36.3, 41.3)",41621,caste,Schedule Tribe
Urban,Diabetes,8,7.1,9,Proportion,"8 (7.1, 9)",41621,caste,Schedule Tribe
Rural,Screened,29,28.6,29.5,Proportion,"29 (28.6, 29.5)",960261,religion,Hindu
Rural,Diabetes,4.7,4.6,4.9,Proportion,"4.7 (4.6, 4.9)",960261,religion,Hindu
Rural,Screened,29.7,28.8,30.7,Proportion,"29.7 (28.8, 30.7)",125179,religion,Muslim
Rural,Diabetes,5.7,5.4,6,Proportion,"5.7 (5.4, 6)",125179,religion,Muslim
Rural,Screened,39.9,38.6,41.1,Proportion,"39.9 (38.6, 41.1)",159273,religion,Other
Rural,Diabetes,6.4,6,6.7,Proportion,"6.4 (6, 6.7)",159273,religion,Other
Urban,Screened,48.1,47.2,49.1,Proportion,"48.1 (47.2, 49.1)",297734,religion,Hindu
Urban,Diabetes,9.6,9.3,9.9,Proportion,"9.6 (9.3, 9.9)",297734,religion,Hindu
Urban,Screened,43.1,41.3,44.9,Proportion,"43.1 (41.3, 44.9)",63075,religion,Muslim
Urban,Diabetes,9.2,8.6,9.7,Proportion,"9.2 (8.6, 9.7)",63075,religion,Muslim
