REGCODE,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state,v024,REGNAME
1,dm_screened,99.4,98.6,100.3,Proportion,"99.4 (98.6, 100.3)",132,,NA,Jammu & Kashmir,1,Kupwara
1,dm_diagnosed,98.1,95,101.2,Proportion,"98.1 (95, 101.2)",132,,NA,Jammu & Kashmir,1,Kupwara
2,dm_screened,100,100,100,Proportion,"100 (100, 100)",120,,NA,Jammu & Kashmir,1,Badgam
2,dm_diagnosed,99.1,97.7,100.5,Proportion,"99.1 (97.7, 100.5)",120,,NA,Jammu & Kashmir,1,Badgam
3,dm_screened,100,100,100,Proportion,"100 (100, 100)",70,,NA,Ladakh,37,Leh
3,dm_diagnosed,99.5,98.4,100.6,Proportion,"99.5 (98.4, 100.6)",70,,NA,Ladakh,37,Leh
4,dm_screened,100,100,100,Proportion,"100 (100, 100)",322,,NA,Ladakh,37,Kargil
4,dm_diagnosed,100,100,100,Proportion,"100 (100, 100)",322,,NA,Ladakh,37,Kargil
5,dm_screened,97.3,94.3,100.3,Proportion,"97.3 (94.3, 100.3)",140,,NA,Jammu & Kashmir,1,Punch
5,dm_diagnosed,95,91.4,98.5,Proportion,"95 (91.4, 98.5)",140,,NA,Jammu & Kashmir,1,Punch
6,dm_screened,96.2,90.2,102.1,Proportion,"96.2 (90.2, 102.1)",63,,NA,Jammu & Kashmir,1,Rajouri
6,dm_diagnosed,95.6,89.5,101.7,Proportion,"95.6 (89.5, 101.7)",63,,NA,Jammu & Kashmir,1,Rajouri
7,dm_screened,84.5,70.5,98.5,Proportion,"84.5 (70.5, 98.5)",61,,NA,Jammu & Kashmir,1,Kathua
7,dm_diagnosed,79.5,64.4,94.5,Proportion,"79.5 (64.4, 94.5)",61,,NA,Jammu & Kashmir,1,Kathua
8,dm_screened,96.5,93.1,99.8,Proportion,"96.5 (93.1, 99.8)",125,,NA,Jammu & Kashmir,1,Baramula
8,dm_diagnosed,88.5,81.4,95.7,Proportion,"88.5 (81.4, 95.7)",125,,NA,Jammu & Kashmir,1,Baramula
9,dm_screened,93.7,87.4,99.9,Proportion,"93.7 (87.4, 99.9)",174,,NA,Jammu & Kashmir,1,Bandipore
9,dm_diagnosed,89.8,81.6,98,Proportion,"89.8 (81.6, 98)",174,,NA,Jammu & Kashmir,1,Bandipore
10,dm_screened,97.2,93.9,100.6,Proportion,"97.2 (93.9, 100.6)",118,,NA,Jammu & Kashmir,1,Srinagar
10,dm_diagnosed,95.8,92,99.6,Proportion,"95.8 (92, 99.6)",118,,NA,Jammu & Kashmir,1,Srinagar
11,dm_screened,94.1,82.2,106,Proportion,"94.1 (82.2, 106)",145,,NA,Jammu & Kashmir,1,Ganderbal
11,dm_diagnosed,87.4,74,100.7,Proportion,"87.4 (74, 100.7)",145,,NA,Jammu & Kashmir,1,Ganderbal
12,dm_screened,99.8,99.5,100.2,Proportion,"99.8 (99.5, 100.2)",135,,NA,Jammu & Kashmir,1,Pulwama
12,dm_diagnosed,96,91.2,100.7,Proportion,"96 (91.2, 100.7)",135,,NA,Jammu & Kashmir,1,Pulwama
13,dm_screened,100,100,100,Proportion,"100 (100, 100)",125,,NA,Jammu & Kashmir,1,Shupiyan
13,dm_diagnosed,99.3,98.2,100.3,Proportion,"99.3 (98.2, 100.3)",125,,NA,Jammu & Kashmir,1,Shupiyan
14,dm_screened,99.6,98.8,100.4,Proportion,"99.6 (98.8, 100.4)",95,,NA,Jammu & Kashmir,1,Anantnag
14,dm_diagnosed,97.3,94.2,100.5,Proportion,"97.3 (94.2, 100.5)",95,,NA,Jammu & Kashmir,1,Anantnag
15,dm_screened,97.6,94.2,101,Proportion,"97.6 (94.2, 101)",57,,NA,Jammu & Kashmir,1,Kulgam
15,dm_diagnosed,96.2,91.8,100.6,Proportion,"96.2 (91.8, 100.6)",57,,NA,Jammu & Kashmir,1,Kulgam
16,dm_screened,88.4,74.1,102.6,Proportion,"88.4 (74.1, 102.6)",67,,NA,Jammu & Kashmir,1,Doda
16,dm_diagnosed,75.7,54.4,97,Proportion,"75.7 (54.4, 97)",67,,NA,Jammu & Kashmir,1,Doda
17,dm_screened,99.2,97.7,100.6,Proportion,"99.2 (97.7, 100.6)",135,,NA,Jammu & Kashmir,1,Ramban
17,dm_diagnosed,98.6,96.7,100.4,Proportion,"98.6 (96.7, 100.4)",135,,NA,Jammu & Kashmir,1,Ramban
18,dm_screened,98.5,96.7,100.4,Proportion,"98.5 (96.7, 100.4)",131,,NA,Jammu & Kashmir,1,Kishtwar
18,dm_diagnosed,97.8,95.4,100.2,Proportion,"97.8 (95.4, 100.2)",131,,NA,Jammu & Kashmir,1,Kishtwar
19,dm_screened,98.7,96.9,100.4,Proportion,"98.7 (96.9, 100.4)",115,,NA,Jammu & Kashmir,1,Udhampur
19,dm_diagnosed,98,95.7,100.2,Proportion,"98 (95.7, 100.2)",115,,NA,Jammu & Kashmir,1,Udhampur
20,dm_screened,100,100,100,Proportion,"100 (100, 100)",67,,NA,Jammu & Kashmir,1,Reasi
20,dm_diagnosed,99.7,99.1,100.3,Proportion,"99.7 (99.1, 100.3)",67,,NA,Jammu & Kashmir,1,Reasi
21,dm_screened,95.9,91.7,100.2,Proportion,"95.9 (91.7, 100.2)",125,,NA,Jammu & Kashmir,1,Jammu
21,dm_diagnosed,89,81.4,96.7,Proportion,"89 (81.4, 96.7)",125,,NA,Jammu & Kashmir,1,Jammu
22,dm_screened,95.6,91.6,99.6,Proportion,"95.6 (91.6, 99.6)",119,,NA,Jammu & Kashmir,1,Samba
22,dm_diagnosed,91.5,84.1,99,Proportion,"91.5 (84.1, 99)",119,,NA,Jammu & Kashmir,1,Samba
23,dm_screened,89.3,76.6,102,Proportion,"89.3 (76.6, 102)",91,,NA,Himachal Pradesh,2,Chamba
23,dm_diagnosed,82.8,68.6,97,Proportion,"82.8 (68.6, 97)",91,,NA,Himachal Pradesh,2,Chamba
24,dm_screened,78,63.2,92.8,Proportion,"78 (63.2, 92.8)",171,,NA,Himachal Pradesh,2,Kangra
24,dm_diagnosed,65.8,51.3,80.3,Proportion,"65.8 (51.3, 80.3)",171,,NA,Himachal Pradesh,2,Kangra
25,dm_screened,94.5,83.6,105.3,Proportion,"94.5 (83.6, 105.3)",31,,NA,Himachal Pradesh,2,Lahul & Spiti
25,dm_diagnosed,93.2,82.1,104.4,Proportion,"93.2 (82.1, 104.4)",31,,NA,Himachal Pradesh,2,Lahul & Spiti
26,dm_screened,95.8,91.7,99.9,Proportion,"95.8 (91.7, 99.9)",162,,NA,Himachal Pradesh,2,Kullu
26,dm_diagnosed,92.4,86,98.7,Proportion,"92.4 (86, 98.7)",162,,NA,Himachal Pradesh,2,Kullu
27,dm_screened,92.5,84.2,100.8,Proportion,"92.5 (84.2, 100.8)",100,,NA,Himachal Pradesh,2,Mandi
27,dm_diagnosed,83.3,74.6,92,Proportion,"83.3 (74.6, 92)",100,,NA,Himachal Pradesh,2,Mandi
28,dm_screened,94.3,88.8,99.8,Proportion,"94.3 (88.8, 99.8)",183,,NA,Himachal Pradesh,2,Hamirpur
28,dm_diagnosed,84.9,78.3,91.4,Proportion,"84.9 (78.3, 91.4)",183,,NA,Himachal Pradesh,2,Hamirpur
29,dm_screened,84.5,76.8,92.1,Proportion,"84.5 (76.8, 92.1)",207,,NA,Himachal Pradesh,2,Una
29,dm_diagnosed,76,67.6,84.4,Proportion,"76 (67.6, 84.4)",207,,NA,Himachal Pradesh,2,Una
30,dm_screened,91.4,85.7,97.2,Proportion,"91.4 (85.7, 97.2)",121,,NA,Himachal Pradesh,2,Bilaspur
30,dm_diagnosed,78.6,66.7,90.5,Proportion,"78.6 (66.7, 90.5)",121,,NA,Himachal Pradesh,2,Bilaspur
31,dm_screened,97.3,94.3,100.4,Proportion,"97.3 (94.3, 100.4)",81,,NA,Himachal Pradesh,2,Solan
31,dm_diagnosed,88.1,81.4,94.8,Proportion,"88.1 (81.4, 94.8)",81,,NA,Himachal Pradesh,2,Solan
32,dm_screened,97.1,92.6,101.6,Proportion,"97.1 (92.6, 101.6)",138,,NA,Himachal Pradesh,2,Sirmaur
32,dm_diagnosed,86.7,77.5,96,Proportion,"86.7 (77.5, 96)",138,,NA,Himachal Pradesh,2,Sirmaur
33,dm_screened,97.4,94.6,100.3,Proportion,"97.4 (94.6, 100.3)",90,,NA,Himachal Pradesh,2,Shimla
33,dm_diagnosed,91.7,85.8,97.6,Proportion,"91.7 (85.8, 97.6)",90,,NA,Himachal Pradesh,2,Shimla
34,dm_screened,97.1,93.5,100.6,Proportion,"97.1 (93.5, 100.6)",69,,NA,Himachal Pradesh,2,Kinnaur
34,dm_diagnosed,87.9,76.7,99.1,Proportion,"87.9 (76.7, 99.1)",69,,NA,Himachal Pradesh,2,Kinnaur
36,dm_screened,94.5,87.4,101.7,Proportion,"94.5 (87.4, 101.7)",167,,NA,Punjab,3,Kapurthala
36,dm_diagnosed,75.7,61.7,89.7,Proportion,"75.7 (61.7, 89.7)",167,,NA,Punjab,3,Kapurthala
37,dm_screened,77.6,61.7,93.4,Proportion,"77.6 (61.7, 93.4)",153,,NA,Punjab,3,Jalandhar
37,dm_diagnosed,57.2,43.8,70.6,Proportion,"57.2 (43.8, 70.6)",153,,NA,Punjab,3,Jalandhar
38,dm_screened,94,89.1,98.9,Proportion,"94 (89.1, 98.9)",123,,NA,Punjab,3,Hoshiarpur
38,dm_diagnosed,74.6,62.2,87,Proportion,"74.6 (62.2, 87)",123,,NA,Punjab,3,Hoshiarpur
39,dm_screened,88.9,77.5,100.4,Proportion,"88.9 (77.5, 100.4)",144,,NA,Punjab,3,Shahid Bhagat Singh Nagar
39,dm_diagnosed,64.4,51.7,77,Proportion,"64.4 (51.7, 77)",144,,NA,Punjab,3,Shahid Bhagat Singh Nagar
40,dm_screened,95.8,92,99.6,Proportion,"95.8 (92, 99.6)",160,,NA,Punjab,3,Fatehgarh Sahib
40,dm_diagnosed,71.5,57.2,85.9,Proportion,"71.5 (57.2, 85.9)",160,,NA,Punjab,3,Fatehgarh Sahib
41,dm_screened,95,88.3,101.8,Proportion,"95 (88.3, 101.8)",130,,NA,Punjab,3,Ludhiana
41,dm_diagnosed,79.4,68.6,90.2,Proportion,"79.4 (68.6, 90.2)",130,,NA,Punjab,3,Ludhiana
42,dm_screened,86.8,76.9,96.7,Proportion,"86.8 (76.9, 96.7)",150,,NA,Punjab,3,Moga
42,dm_diagnosed,57.9,37.3,78.5,Proportion,"57.9 (37.3, 78.5)",150,,NA,Punjab,3,Moga
44,dm_screened,75.6,56,95.3,Proportion,"75.6 (56, 95.3)",134,,NA,Punjab,3,Muktsar
44,dm_diagnosed,58.8,39.9,77.7,Proportion,"58.8 (39.9, 77.7)",134,,NA,Punjab,3,Muktsar
45,dm_screened,84.2,70.4,97.9,Proportion,"84.2 (70.4, 97.9)",208,,NA,Punjab,3,Faridkot
45,dm_diagnosed,78.2,63.7,92.6,Proportion,"78.2 (63.7, 92.6)",208,,NA,Punjab,3,Faridkot
46,dm_screened,91.5,85.3,97.7,Proportion,"91.5 (85.3, 97.7)",160,,NA,Punjab,3,Bathinda
46,dm_diagnosed,76.4,62.4,90.5,Proportion,"76.4 (62.4, 90.5)",160,,NA,Punjab,3,Bathinda
47,dm_screened,85.9,74.9,96.9,Proportion,"85.9 (74.9, 96.9)",121,,NA,Punjab,3,Mansa
47,dm_diagnosed,73.6,54.8,92.4,Proportion,"73.6 (54.8, 92.4)",121,,NA,Punjab,3,Mansa
48,dm_screened,84.8,76.6,92.9,Proportion,"84.8 (76.6, 92.9)",146,,NA,Punjab,3,Patiala
48,dm_diagnosed,63.4,49.5,77.4,Proportion,"63.4 (49.5, 77.4)",146,,NA,Punjab,3,Patiala
49,dm_screened,93,86.9,99,Proportion,"93 (86.9, 99)",137,,NA,Punjab,3,Amritsar
49,dm_diagnosed,75.9,60.6,91.1,Proportion,"75.9 (60.6, 91.1)",137,,NA,Punjab,3,Amritsar
50,dm_screened,85.2,66.8,103.6,Proportion,"85.2 (66.8, 103.6)",102,,NA,Punjab,3,Tarn Taran
50,dm_diagnosed,43.8,20.2,67.4,Proportion,"43.8 (20.2, 67.4)",102,,NA,Punjab,3,Tarn Taran
51,dm_screened,96.5,94,98.9,Proportion,"96.5 (94, 98.9)",182,,NA,Punjab,3,Rupnagar
51,dm_diagnosed,81.7,73.9,89.6,Proportion,"81.7 (73.9, 89.6)",182,,NA,Punjab,3,Rupnagar
52,dm_screened,96.3,92.9,99.8,Proportion,"96.3 (92.9, 99.8)",154,,NA,Punjab,3,Sahibzada Ajit Singh Nagar
52,dm_diagnosed,73.9,61.3,86.5,Proportion,"73.9 (61.3, 86.5)",154,,NA,Punjab,3,Sahibzada Ajit Singh Nagar
53,dm_screened,92.4,87.3,97.4,Proportion,"92.4 (87.3, 97.4)",132,,NA,Punjab,3,Sangrur
53,dm_diagnosed,88.8,82.4,95.2,Proportion,"88.8 (82.4, 95.2)",132,,NA,Punjab,3,Sangrur
54,dm_screened,80.6,71.8,89.4,Proportion,"80.6 (71.8, 89.4)",153,,NA,Punjab,3,Barnala
54,dm_diagnosed,52.7,30.8,74.5,Proportion,"52.7 (30.8, 74.5)",153,,NA,Punjab,3,Barnala
55,dm_screened,86,72.1,99.9,Proportion,"86 (72.1, 99.9)",122,,NA,Chandigarh,4,Chandigarh
55,dm_diagnosed,72.3,50,94.5,Proportion,"72.3 (50, 94.5)",122,,NA,Chandigarh,4,Chandigarh
56,dm_screened,74.5,60.7,88.4,Proportion,"74.5 (60.7, 88.4)",63,,NA,Uttarakhand,5,Uttarkashi
56,dm_diagnosed,61.2,45.4,77,Proportion,"61.2 (45.4, 77)",63,,NA,Uttarakhand,5,Uttarkashi
57,dm_screened,85.1,73.1,97.1,Proportion,"85.1 (73.1, 97.1)",67,,NA,Uttarakhand,5,Chamoli
57,dm_diagnosed,80.8,68.9,92.6,Proportion,"80.8 (68.9, 92.6)",67,,NA,Uttarakhand,5,Chamoli
58,dm_screened,68.3,45.5,91.1,Proportion,"68.3 (45.5, 91.1)",78,,NA,Uttarakhand,5,Rudraprayag
58,dm_diagnosed,61.6,40.1,83,Proportion,"61.6 (40.1, 83)",78,,NA,Uttarakhand,5,Rudraprayag
59,dm_screened,89.8,82.8,96.8,Proportion,"89.8 (82.8, 96.8)",89,,NA,Uttarakhand,5,Tehri Garhwal
59,dm_diagnosed,82.1,71.8,92.4,Proportion,"82.1 (71.8, 92.4)",89,,NA,Uttarakhand,5,Tehri Garhwal
60,dm_screened,75.7,58.8,92.5,Proportion,"75.7 (58.8, 92.5)",142,,NA,Uttarakhand,5,Dehradun
60,dm_diagnosed,68.2,51.1,85.4,Proportion,"68.2 (51.1, 85.4)",142,,NA,Uttarakhand,5,Dehradun
61,dm_screened,94.1,88.4,99.7,Proportion,"94.1 (88.4, 99.7)",97,,NA,Uttarakhand,5,Garhwal
61,dm_diagnosed,89.4,78.8,99.9,Proportion,"89.4 (78.8, 99.9)",97,,NA,Uttarakhand,5,Garhwal
62,dm_screened,88.7,79.8,97.6,Proportion,"88.7 (79.8, 97.6)",71,,NA,Uttarakhand,5,Pithoragarh
62,dm_diagnosed,75.4,65.1,85.8,Proportion,"75.4 (65.1, 85.8)",71,,NA,Uttarakhand,5,Pithoragarh
63,dm_screened,72.6,52.8,92.4,Proportion,"72.6 (52.8, 92.4)",77,,NA,Uttarakhand,5,Bageshwar
63,dm_diagnosed,67.4,46.8,87.9,Proportion,"67.4 (46.8, 87.9)",77,,NA,Uttarakhand,5,Bageshwar
64,dm_screened,64.8,24.2,105.5,Proportion,"64.8 (24.2, 105.5)",95,,NA,Uttarakhand,5,Almora
64,dm_diagnosed,61.4,22.8,100,Proportion,"61.4 (22.8, 100)",95,,NA,Uttarakhand,5,Almora
