residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata
Rural,dm_unscreened,17.6,16.6,18.5,Proportion,"17.6 (16.6, 18.5)",54451,,NA
Rural,dm_undiagnosed,27.8,26.7,28.9,Proportion,"27.8 (26.7, 28.9)",54451,,NA
Urban,dm_unscreened,11.9,11,12.8,Proportion,"11.9 (11, 12.8)",32007,,NA
Urban,dm_undiagnosed,22.8,21.6,24,Proportion,"22.8 (21.6, 24)",32007,,NA
Rural,dm_unscreened,16.2,15,17.5,Proportion,"16.2 (15, 17.5)",28121,sex,Female
Rural,dm_undiagnosed,25.8,24.4,27.3,Proportion,"25.8 (24.4, 27.3)",28121,sex,Female
Rural,dm_unscreened,19.2,18,20.5,Proportion,"19.2 (18, 20.5)",26330,sex,Male
Rural,dm_undiagnosed,30.3,28.8,31.7,Proportion,"30.3 (28.8, 31.7)",26330,sex,Male
Urban,dm_unscreened,10.6,9.4,11.8,Proportion,"10.6 (9.4, 11.8)",16774,sex,Female
Urban,dm_undiagnosed,21.4,19.8,23,Proportion,"21.4 (19.8, 23)",16774,sex,Female
Urban,dm_unscreened,13.5,12.2,14.7,Proportion,"13.5 (12.2, 14.7)",15233,sex,Male
Urban,dm_undiagnosed,24.4,22.9,25.9,Proportion,"24.4 (22.9, 25.9)",15233,sex,Male
Rural,dm_unscreened,20,18.5,21.6,Proportion,"20 (18.5, 21.6)",9750,age_category,18-39
Rural,dm_undiagnosed,30.3,28.5,32.1,Proportion,"30.3 (28.5, 32.1)",9750,age_category,18-39
Rural,dm_unscreened,15.3,14.7,15.9,Proportion,"15.3 (14.7, 15.9)",31417,age_category,40-64
Rural,dm_undiagnosed,25.9,25.2,26.7,Proportion,"25.9 (25.2, 26.7)",31417,age_category,40-64
Rural,dm_unscreened,11,10.2,11.7,Proportion,"11 (10.2, 11.7)",13284,age_category,65 plus
Rural,dm_undiagnosed,19.7,18.7,20.6,Proportion,"19.7 (18.7, 20.6)",13284,age_category,65 plus
Urban,dm_unscreened,17.7,15.7,19.7,Proportion,"17.7 (15.7, 19.7)",4765,age_category,18-39
Urban,dm_undiagnosed,29.5,27,32.1,Proportion,"29.5 (27, 32.1)",4765,age_category,18-39
Urban,dm_unscreened,8.7,8,9.3,Proportion,"8.7 (8, 9.3)",19210,age_category,40-64
Urban,dm_undiagnosed,19.7,18.8,20.6,Proportion,"19.7 (18.8, 20.6)",19210,age_category,40-64
Urban,dm_unscreened,5.2,4.4,5.9,Proportion,"5.2 (4.4, 5.9)",8032,age_category,65 plus
Urban,dm_undiagnosed,12.6,11.5,13.7,Proportion,"12.6 (11.5, 13.7)",8032,age_category,65 plus
Rural,dm_unscreened,12.9,11,14.7,Proportion,"12.9 (11, 14.7)",4442,education,Higher
Rural,dm_undiagnosed,22,19.8,24.1,Proportion,"22 (19.8, 24.1)",4442,education,Higher
Rural,dm_unscreened,21.8,19.7,23.9,Proportion,"21.8 (19.7, 23.9)",19415,education,No education
Rural,dm_undiagnosed,31.1,28.9,33.3,Proportion,"31.1 (28.9, 33.3)",19415,education,No education
Rural,dm_unscreened,17.4,15.5,19.3,Proportion,"17.4 (15.5, 19.3)",9865,education,Primary
Rural,dm_undiagnosed,28.4,26,30.7,Proportion,"28.4 (26, 30.7)",9865,education,Primary
Rural,dm_unscreened,15,14.1,15.9,Proportion,"15 (14.1, 15.9)",20729,education,Secondary
Rural,dm_undiagnosed,26,24.7,27.2,Proportion,"26 (24.7, 27.2)",20729,education,Secondary
Urban,dm_unscreened,9,7.8,10.3,Proportion,"9 (7.8, 10.3)",6129,education,Higher
Urban,dm_undiagnosed,19.1,17.4,20.9,Proportion,"19.1 (17.4, 20.9)",6129,education,Higher
Urban,dm_unscreened,15.2,12.9,17.5,Proportion,"15.2 (12.9, 17.5)",6050,education,No education
Urban,dm_undiagnosed,27.2,24,30.3,Proportion,"27.2 (24, 30.3)",6050,education,No education
Urban,dm_unscreened,14,10.9,17.1,Proportion,"14 (10.9, 17.1)",4927,education,Primary
Urban,dm_undiagnosed,24.9,21.4,28.4,Proportion,"24.9 (21.4, 28.4)",4927,education,Primary
Urban,dm_unscreened,11.1,10,12.2,Proportion,"11.1 (10, 12.2)",14901,education,Secondary
Urban,dm_undiagnosed,21.9,20.5,23.3,Proportion,"21.9 (20.5, 23.3)",14901,education,Secondary
Rural,dm_unscreened,16.5,14.9,18.1,Proportion,"16.5 (14.9, 18.1)",15430,caste,General
Rural,dm_undiagnosed,26.4,24.4,28.3,Proportion,"26.4 (24.4, 28.3)",15430,caste,General
Rural,dm_unscreened,17.4,15.9,18.9,Proportion,"17.4 (15.9, 18.9)",22434,caste,OBC
Rural,dm_undiagnosed,27.4,25.7,29.1,Proportion,"27.4 (25.7, 29.1)",22434,caste,OBC
Rural,dm_unscreened,17.4,15.6,19.1,Proportion,"17.4 (15.6, 19.1)",9995,caste,Schedule Caste
Rural,dm_undiagnosed,28.8,26.8,30.9,Proportion,"28.8 (26.8, 30.9)",9995,caste,Schedule Caste
Rural,dm_unscreened,24.6,22.2,27,Proportion,"24.6 (22.2, 27)",6592,caste,Schedule Tribe
Rural,dm_undiagnosed,34.7,31.8,37.6,Proportion,"34.7 (31.8, 37.6)",6592,caste,Schedule Tribe
Urban,dm_unscreened,11.8,10.2,13.4,Proportion,"11.8 (10.2, 13.4)",11300,caste,General
Urban,dm_undiagnosed,21.8,19.9,23.8,Proportion,"21.8 (19.9, 23.8)",11300,caste,General
Urban,dm_unscreened,11.3,10.1,12.6,Proportion,"11.3 (10.1, 12.6)",13682,caste,OBC
Urban,dm_undiagnosed,22.4,20.8,24.1,Proportion,"22.4 (20.8, 24.1)",13682,caste,OBC
Urban,dm_unscreened,13.3,11.4,15.2,Proportion,"13.3 (11.4, 15.2)",4626,caste,Schedule Caste
Urban,dm_undiagnosed,25.6,23.1,28.1,Proportion,"25.6 (23.1, 28.1)",4626,caste,Schedule Caste
Urban,dm_unscreened,14.5,9.9,19.1,Proportion,"14.5 (9.9, 19.1)",2399,caste,Schedule Tribe
Urban,dm_undiagnosed,24.8,19.6,30,Proportion,"24.8 (19.6, 30)",2399,caste,Schedule Tribe
Rural,dm_unscreened,18.2,17.1,19.3,Proportion,"18.2 (17.1, 19.3)",41795,religion,Hindu
Rural,dm_undiagnosed,28.1,26.8,29.4,Proportion,"28.1 (26.8, 29.4)",41795,religion,Hindu
Rural,dm_unscreened,16.9,14.7,19.2,Proportion,"16.9 (14.7, 19.2)",6011,religion,Muslim
Rural,dm_undiagnosed,26.9,24.3,29.6,Proportion,"26.9 (24.3, 29.6)",6011,religion,Muslim
Rural,dm_unscreened,11.3,9.5,13.1,Proportion,"11.3 (9.5, 13.1)",6645,religion,Other
